列表,业务,云端标注,本地标注
chinese/dzdm/X5/X5-3-DZ/F008/F008_218.wav,,我想听音乐大明星,我想听音乐大明星
chinese/dzdm/X5/X5-2-DZ/F005/F005_024.wav,,播放歌曲年轮,播放歌曲年轮
chinese/dzdm/X5/X5-2-DZ/F006/F006_017.wav,radio,请切换到一千四百六十一,请切换到一千四百六十一
chinese/dzdm/X5/X5-4-DZ/F010/F010_027.wav,meida,多远都要在一起,多远都要在一起
chinese/dzdm/X5/X5-1-DZ/F001/F001_107.wav,map,我要去农业银行横沙支行,我要去农业银行横沙支行
chinese/dzdm/X5/X5-7-DZ/M009/M009_129.wav,map,附近的htc智尊服务体验中心,附近的htc智尊服务体验中心
chinese/dzdm/X5/X5-3-DZ/F007/F007_160.wav,traffic,后海周围堵吗,后海周围堵吗
chinese/dzdm/X5/X5-4-DZ/F010/F010_050.wav,telephone,给gasol袁去个电话,给gasol袁去个电话
chinese/dzdm/X5/X5-1-DZ/F003/F003_081.wav,telephone,我想你帮我拨打幺七七五五幺四二四幺二,我想你帮我拨打幺七七五五幺四二四幺二
chinese/dzdm/X5/X5-5-DZ/M004/M004_035.wav,meida,听tfboys的青春修炼手册,听tfboys的青春修炼手册
chinese/dzdm/X5/X5-3-DZ/F007/F007_197.wav,scheduled_destination,我想检查一月九号的日程,我想检查一月九号的日程
chinese/dzdm/X5/X5-5-DZ/M003/M003_122.wav,map,带我到安辰路和a五高速公路交叉路口,带我到安辰路和a五高速公路交叉路口
chinese/dzdm/X5/X5-1-DZ/F001/F001_108.wav,map,我要到崇明城桥分所,我要到崇明城桥分所
chinese/dzdm/X5/X5-6-DZ/M008/M008_117.wav,map,导航到佛山市禅城区教育局,导航到佛山市禅城区教育局
chinese/dzdm/X5/X5-2-DZ/F005/F005_033.wav,meida,播放专辑十一月的肖邦,播放专辑十一月的肖邦
chinese/dzdm/X5/X5-1-DZ/F002/F002_142.wav,map,我想开车去安澜路与西藏南路交叉口,我想开车去安澜路与西藏南路交叉口
chinese/dzdm/X5/X5-3-DZ/F008/F008_081.wav,telephone,拨打小米的电话,拨打小米的电话
chinese/dzdm/X5/X5-3-DZ/F007/F007_163.wav,traffic,丰泽路由南向北方向堵不堵,丰泽路由南向北方向堵不堵
chinese/dzdm/X5/X5-7-DZ/M010/M010_074.wav,telephone,帮我给蔡晓玲shelly打个电话,帮我给蔡晓玲shelly打个电话
chinese/dzdm/X5/X5-5-DZ/M005/M005_110.wav,map,给我显示恒大华府的咖啡厅,给我显示恒大华府的咖啡厅
chinese/dzdm/X5/X5-6-DZ/M007/M007_111.wav,map,导航到风笛,导航到风笛
chinese/dzdm/X5/X5-4-DZ/M001/M001_048.wav,telephone,帮我打个电话,帮我打个电话
chinese/dzdm/X5/X5-7-DZ/M010/M010_050.wav,telephone,给gasol袁去个电话,给gasol袁去个电话
chinese/dzdm/X5/X5-4-DZ/M002/M002_027.wav,meida,打开我的音乐,打开我的音乐
chinese/dzdm/X5/X5-6-DZ/M006/M006_044.wav,telephone,打个电话给汤知蕴,打个电话给汤知蕴
chinese/dzdm/X5/X5-3-DZ/F009/F009_056.wav,telephone,给北京饭店打个电话,给北京饭店打个电话
chinese/dzdm/X5/X5-1-DZ/F001/F001_211.wav,,查看播放历史,查看播放历史
chinese/dzdm/X5/X5-2-DZ/F004/F004_171.wav,wether,明天温度咋样,明天温度咋样
chinese/dzdm/X5/X5-6-DZ/M008/M008_102.wav,map,导航到繁文路口,导航到繁文路口
chinese/dzdm/X5/X5-2-DZ/F005/F005_021.wav,meida,播放歌曲闹够了没有,播放歌曲闹够了没有
chinese/dzdm/X5/X5-1-DZ/F002/F002_148.wav,map,我想开车去安化路与凯旋路十字路口,我想开车去安化路与凯旋路十字路口
chinese/dzdm/X5/X5-2-DZ/F005/F005_139.wav,map,目的地附近的公交站,目的地附近的公交站
chinese/dzdm/X5/X5-6-DZ/M006/M006_071.wav,telephone,拨打张伟,拨打张伟
chinese/dzdm/X5/X5-7-DZ/M010/M010_017.wav,radio,上一台,上一台
chinese/dzdm/X5/X5-7-DZ/M010/M010_124.wav,map,导航到华元路与相城大道路口,导航到华元路与相城大道路口
chinese/dzdm/X5/X5-5-DZ/M004/M004_212.wav,,打开在线广播非常不着调,打开在线广播非常不着调
chinese/dzdm/X5/X5-2-DZ/F006/F006_066.wav,telephone,拨打钟新龙,拨打钟新龙
chinese/dzdm/X5/X5-5-DZ/M005/M005_157.wav,traffic,显示我的天柱山之旅的交通状况,显示我的天柱山之旅的交通状况
chinese/dzdm/X5/X5-1-DZ/F001/F001_128.wav,map,我想到上海烟草集团烟酒专卖店北门一村西南,我想到上海烟草集团烟酒专卖店北门一村西南
chinese/dzdm/X5/X5-2-DZ/F005/F005_138.wav,map,目的地附近的超市,目的地附近的超市
chinese/dzdm/X5/X5-1-DZ/F002/F002_189.wav,new,我想查看一些综合新闻,我想查看一些综合新闻
chinese/dzdm/X5/X5-5-DZ/M004/M004_142.wav,map,我想找目的地附近的酒店,我想找目的地附近的酒店
chinese/dzdm/X5/X5-6-DZ/M008/M008_122.wav,map,导航到福来酒家,导航到福来酒家
chinese/dzdm/X5/X5-3-DZ/F009/F009_049.wav,telephone,给沈阳黎明国际酒店打电话,给沈阳黎明国际酒店打电话
chinese/dzdm/X5/X5-6-DZ/M007/M007_145.wav,map,导航到凤凰窗帘灯饰总汇,导航到凤凰窗帘灯饰总汇
chinese/dzdm/X5/X5-2-DZ/F005/F005_208.wav,cmd,呼叫第二个号码,呼叫第二个号码
chinese/dzdm/X5/X5-1-DZ/F001/F001_058.wav,telephone,拨打蔡德宣电话,拨打蔡德宣电话
chinese/dzdm/X5/X5-7-DZ/M009/M009_017.wav,radio,中波九百五十四,中波九百五十四
chinese/dzdm/X5/X5-5-DZ/M003/M003_081.wav,telephone,我想你帮我拨打幺七七五五幺四二四幺二,我想你帮我拨打幺七七五五幺四二四幺二
chinese/dzdm/X5/X5-2-DZ/F004/F004_072.wav,telephone,呼叫零四三幺八七零六八八八八,呼叫零四三幺八七零六八八八八
chinese/dzdm/X5/X5-5-DZ/M003/M003_121.wav,map,带我到安福路和武康路交叉路口,带我到安福路和武康路交叉路口
chinese/dzdm/X5/X5-7-DZ/M010/M010_185.wav,cmd,取消拨打,取消拨打
chinese/dzdm/X5/X5-2-DZ/F004/F004_149.wav,map,我想找目的地附近的小学,我想找目的地附近的小学
chinese/dzdm/X5/X5-1-DZ/F002/F002_150.wav,map,我要到安新路与宝钱公路交口,我要到安新路与宝钱公路交口
chinese/dzdm/X5/X5-3-DZ/F009/F009_014.wav,radio,中波九二七,中波九二七
chinese/dzdm/X5/X5-2-DZ/F006/F006_076.wav,telephone,帮我给刘华打个电话,帮我给刘华打个电话
chinese/dzdm/X5/X5-1-DZ/F001/F001_006.wav,radio,打开am,打开am
chinese/dzdm/X5/X5-4-DZ/F010/F010_041.wav,telephone,拨打matt陶的工作电话,拨打matt陶的工作电话
chinese/dzdm/X5/X5-6-DZ/M006/M006_199.wav,help,介绍一下功能,介绍一下功能
chinese/dzdm/X5/X5-5-DZ/M004/M004_152.wav,map,我想找目的地附近的饭店,我想找目的地附近的饭店
chinese/dzdm/X5/X5-3-DZ/F007/F007_022.wav,meida,来一首不可说,来一首不可说
chinese/dzdm/X5/X5-1-DZ/F002/F002_132.wav,map,带我去安达路与逸仙路交叉口,带我去安达路与逸仙路交叉口
chinese/dzdm/X5/X5-3-DZ/F009/F009_115.wav,map,导航到大营子后街,导航到大营子后街
chinese/dzdm/X5/X5-4-DZ/M002/M002_127.wav,map,带我到安澜路与西藏南路十字口,带我到安澜路与西藏南路十字口
chinese/dzdm/X5/X5-6-DZ/M006/M006_126.wav,map,带我去望江西路上的kfc,带我去望江西路上的kfc
chinese/dzdm/X5/X5-7-DZ/M009/M009_198.wav,help,有哪些收音机的说法,有哪些收音机的说法
chinese/dzdm/X5/X5-6-DZ/M008/M008_146.wav,map,导航到张掖综合经营部,导航到张掖综合经营部
chinese/dzdm/X5/X5-7-DZ/M010/M010_007.wav,radio,转到广播频道fm九一七,转到广播频道fm九一七
chinese/dzdm/X5/X5-2-DZ/F004/F004_160.wav,traffic,船厂路上向南方向交通状况,船厂路上向南方向交通状况
chinese/dzdm/X5/X5-5-DZ/M004/M004_205.wav,cmd,选择第一个,选择第一个
chinese/dzdm/X5/X5-2-DZ/F005/F005_111.wav,map,给我显示恒大华府的饭店,给我显示恒大华府的饭店
chinese/dzdm/X5/X5-6-DZ/M008/M008_220.wav,,我想听风水鬼师,我想听风水鬼师
chinese/dzdm/X5/X5-3-DZ/F009/F009_184.wav,new,上上个星期的新闻,上上个星期的新闻
chinese/dzdm/X5/X5-4-DZ/M001/M001_157.wav,traffic,金寨路的路况好不好,金寨路的路况好不好
chinese/dzdm/X5/X5-6-DZ/M008/M008_039.wav,meida,我想听专辑八度空间,我想听专辑八度空间
chinese/dzdm/X5/X5-4-DZ/M002/M002_055.wav,telephone,给搬家陈师傅去电话,给搬家陈师傅去电话
chinese/dzdm/X5/X5-2-DZ/F004/F004_211.wav,,打开在线广播雪中悍刀行,打开在线广播雪中悍刀行
chinese/dzdm/X5/X5-2-DZ/F006/F006_056.wav,telephone,请拨打查志伟,请拨打查志伟
chinese/dzdm/X5/X5-5-DZ/M003/M003_015.wav,radio,播放am频率六五七,播放am频率六五七
chinese/dzdm/X5/X5-5-DZ/M003/M003_084.wav,map,我要到安仁街与人民路十字,我要到安仁街与人民路十字
chinese/dzdm/X5/X5-4-DZ/F010/F010_131.wav,map,导航到渤海街与丰乐路路口,导航到渤海街与丰乐路路口
chinese/dzdm/X5/X5-4-DZ/F010/F010_162.wav,wether,查看最近几天的pm二点五指数,查看最近几天的pm二点五指数
chinese/dzdm/X5/X5-5-DZ/M004/M004_103.wav,map,我要找麦当劳附近的酒吧,我要找麦当劳附近的酒吧
chinese/dzdm/X5/X5-2-DZ/F005/F005_037.wav,meida,播放专辑出塞曲,播放专辑出塞曲
chinese/dzdm/X5/X5-2-DZ/F005/F005_004.wav,radio,打开am频率八二八,打开am频率八二八
chinese/dzdm/X5/X5-6-DZ/M007/M007_086.wav,map,到东三环中路的天之骄子怎么走,到东三环中路的天之骄子怎么走
chinese/dzdm/X5/X5-2-DZ/F004/F004_208.wav,cmd,选择第四个,选择第四个
chinese/dzdm/X5/X5-3-DZ/F009/F009_018.wav,radio,中波九百七十二,中波九百七十二
chinese/dzdm/X5/X5-7-DZ/M009/M009_065.wav,telephone,打电话给南京索菲特银河大酒店,打电话给南京索菲特银河大酒店
chinese/dzdm/X5/X5-6-DZ/M007/M007_004.wav,radio,请切换到fm幺零七点五,请切换到fm幺零七点五
chinese/dzdm/X5/X5-5-DZ/M004/M004_096.wav,map,我要找麦当劳附近的停车位,我要找麦当劳附近的停车位
chinese/dzdm/X5/X5-2-DZ/F004/F004_001.wav,radio,播放fm九十一点三,播放fm九十一点三
chinese/dzdm/X5/X5-7-DZ/M010/M010_049.wav,telephone,给simmons方去个电话,给simmons方去个电话
chinese/dzdm/X5/X5-5-DZ/M005/M005_182.wav,new,我想看关于社会新闻,我想看关于社会新闻
chinese/dzdm/X5/X5-4-DZ/F010/F010_062.wav,telephone,拨打向douglas的家庭号码,拨打向douglas的家庭号码
chinese/dzdm/X5/X5-4-DZ/M001/M001_079.wav,telephone,给翁伟翔去电话,给翁伟翔去电话
chinese/dzdm/X5/X5-1-DZ/F003/F003_108.wav,map,我要去安图路和松花江路交口,我要去安图路和松花江路交口
chinese/dzdm/X5/X5-6-DZ/M006/M006_041.wav,meida,来一首小苹果,来一首小苹果
chinese/dzdm/X5/X5-4-DZ/M001/M001_129.wav,map,我想找合东村村委会,我想找合东村村委会
chinese/dzdm/X5/X5-1-DZ/F002/F002_166.wav,traffic,城中路上向东方向路况好不好,城中路上向东方向路况好不好
chinese/dzdm/X5/X5-3-DZ/F007/F007_054.wav,telephone,请帮我打电话给隋向阳,请帮我打电话给隋向阳
chinese/dzdm/X5/X5-7-DZ/M010/M010_052.wav,telephone,给nicholas宣去电话,给nicholas宣去电话
chinese/dzdm/X5/X5-6-DZ/M008/M008_091.wav,map,导航到伊盛百货,导航到伊盛百货
chinese/dzdm/X5/X5-6-DZ/M008/M008_063.wav,telephone,我要显示呼出记录,我要显示呼出记录
chinese/dzdm/X5/X5-7-DZ/M009/M009_127.wav,map,周围的coco奶茶专卖店,周围的coco奶茶专卖店
chinese/dzdm/X5/X5-4-DZ/M002/M002_169.wav,wether,哈尔滨大后天的气温如何,哈尔滨大后天的气温如何
chinese/dzdm/X5/X5-2-DZ/F006/F006_068.wav,telephone,拨打蔡先才,拨打蔡先才
chinese/dzdm/X5/X5-1-DZ/F003/F003_041.wav,meida,播放感到幸福你就拍拍手,播放感到幸福你就拍拍手
chinese/dzdm/X5/X5-1-DZ/F001/F001_064.wav,,拨打陈晓涛电话,拨打陈晓涛电话
chinese/dzdm/X5/X5-3-DZ/F008/F008_140.wav,map,导航到一品营销,导航到一品营销
chinese/dzdm/X5/X5-3-DZ/F008/F008_016.wav,radio,调广播到am一千零八十,调广播到am一千零八十
chinese/dzdm/X5/X5-6-DZ/M007/M007_136.wav,map,导航到滨河南路和青石巷路口,导航到滨河南路和青石巷路口
chinese/dzdm/X5/X5-5-DZ/M005/M005_036.wav,meida,播放专辑其实我还好,播放专辑其实我还好
chinese/dzdm/X5/X5-2-DZ/F004/F004_201.wav,help,电话怎么用,电话怎么用
chinese/dzdm/X5/X5-6-DZ/M007/M007_181.wav,wether,请问临沂的天气如何星期六,请问临沂的天气如何星期六
chinese/dzdm/X5/X5-6-DZ/M008/M008_028.wav,meida,我想听丁当的歌,我想听丁当的歌
chinese/dzdm/X5/X5-3-DZ/F008/F008_052.wav,telephone,我要显示呼出,我要显示呼出
chinese/dzdm/X5/X5-2-DZ/F005/F005_149.wav,map,沿途的商场,沿途的商场
chinese/dzdm/X5/X5-1-DZ/F002/F002_153.wav,map,我要到安图路与松花江路交叉路口,我要到安图路与松花江路交叉路口
chinese/dzdm/X5/X5-7-DZ/M009/M009_130.wav,map,周围的iphone长田专卖店,周围的iphone长田专卖店
chinese/dzdm/X5/X5-7-DZ/M009/M009_074.wav,telephone,拨打文亮幺三五的移动电话,拨打文亮幺三五的移动电话
chinese/dzdm/X5/X5-1-DZ/F003/F003_138.wav,map,我想开车去爱民支路和新奉公路交口,我想开车去爱民支路和新奉公路交口
chinese/dzdm/X5/X5-3-DZ/F008/F008_101.wav,map,导航到中国农业银行诏安南诏分理处,导航到中国农业银行诏安南诏分理处
chinese/dzdm/X5/X5-4-DZ/M002/M002_218.wav,,打开倾世皇妃穿越悬疑言情,打开倾世皇妃穿越悬疑言情
chinese/dzdm/X5/X5-1-DZ/F002/F002_045.wav,telephone,给杜娟去电话,给杜娟去电话
chinese/dzdm/X5/X5-1-DZ/F001/F001_035.wav,meida,音源切换,音源切换
chinese/dzdm/X5/X5-5-DZ/M003/M003_140.wav,map,我想开车去安宁路和鹤庆路交叉口,我想开车去安宁路和鹤庆路交叉口
chinese/dzdm/X5/X5-6-DZ/M007/M007_043.wav,telephone,立刻拨打方瑞中,立刻拨打方瑞中
chinese/dzdm/X5/X5-3-DZ/F009/F009_161.wav,traffic,目的地周围的交通状况,目的地周围的交通状况
chinese/dzdm/X5/X5-2-DZ/F005/F005_071.wav,telephone,我想给王世航打电话,我想给王世航打电话
chinese/dzdm/X5/X5-4-DZ/M002/M002_051.wav,telephone,给老聂去电话,给老聂去电话
chinese/dzdm/X5/X5-5-DZ/M005/M005_057.wav,telephone,拨打高玄电话,拨打高玄电话
chinese/dzdm/X5/X5-3-DZ/F008/F008_191.wav,new,今日新闻,今日新闻
chinese/dzdm/X5/X5-6-DZ/M008/M008_114.wav,map,导航到桔林路秋菊路交叉口,导航到桔林路秋菊路交叉口
chinese/dzdm/X5/X5-3-DZ/F007/F007_183.wav,new,今天在体育方面有什么新闻,今天在体育方面有什么新闻
chinese/dzdm/X5/X5-6-DZ/M007/M007_195.wav,scheduled_destination,我想检查三月十八号的日程,我想检查三月十八号的日程
chinese/dzdm/X5/X5-3-DZ/F007/F007_212.wav,,收听在线广播卓老板聊科技,收听在线广播卓老板聊科技
chinese/dzdm/X5/X5-7-DZ/M010/M010_039.wav,meida,上一曲,上一曲
chinese/dzdm/X5/X5-4-DZ/F010/F010_110.wav,map,导航到最近的克莱斯勒四s店,导航到最近的克莱斯勒四s店
chinese/dzdm/X5/X5-3-DZ/F009/F009_030.wav,meida,我要听onenightin北京,我要听onenightin北京
chinese/dzdm/X5/X5-2-DZ/F004/F004_217.wav,,打开在线广播小兔汤姆系列,打开在线广播小兔汤姆系列
chinese/dzdm/X5/X5-3-DZ/F008/F008_083.wav,telephone,拨打刁红喜的电话,拨打刁红喜的电话
chinese/dzdm/X5/X5-2-DZ/F005/F005_076.wav,telephone,请打个电话给王宝山,请打个电话给王宝山
chinese/dzdm/X5/X5-2-DZ/F004/F004_027.wav,meida,播放刘德华的回家的路,播放刘德华的回家的路
chinese/dzdm/X5/X5-2-DZ/F006/F006_216.wav,,在线广播海阳现场秀,在线广播海阳现场秀
chinese/dzdm/X5/X5-3-DZ/F008/F008_015.wav,radio,调幅一零七五,调幅一零七五
chinese/dzdm/X5/X5-3-DZ/F009/F009_137.wav,map,最近的ic公交卡充值点,最近的ic公交卡充值点
chinese/dzdm/X5/X5-2-DZ/F006/F006_196.wav,scheduled_destination,我想检查八月二十号的日程,我想检查八月二十号的日程
chinese/dzdm/X5/X5-4-DZ/M002/M002_023.wav,meida,我想打开媒体源,我想打开媒体源
chinese/dzdm/X5/X5-5-DZ/M004/M004_014.wav,radio,播放广播到fm九幺点五,播放广播到fm九幺点五
chinese/dzdm/X5/X5-2-DZ/F006/F006_051.wav,telephone,请打电话给沙莎,请打电话给沙莎
chinese/dzdm/X5/X5-2-DZ/F006/F006_157.wav,traffic,上海市浦东新区杨高中路和锦绣路交叉口的路况,上海市浦东新区杨高中路和锦绣路交叉口的路况
chinese/dzdm/X5/X5-6-DZ/M008/M008_181.wav,wether,合肥高新区的天气,合肥高新区的天气
chinese/dzdm/X5/X5-2-DZ/F006/F006_050.wav,telephone,请打电话给邓洪波,请打电话给邓洪波
chinese/dzdm/X5/X5-2-DZ/F006/F006_210.wav,,接着播放小王子,接着播放小王子
chinese/dzdm/X5/X5-5-DZ/M005/M005_149.wav,map,沿途的商场,沿途的商场
chinese/dzdm/X5/X5-5-DZ/M003/M003_127.wav,map,带我去安仁街和人民路交口,带我去安仁街和人民路交口
chinese/dzdm/X5/X5-7-DZ/M010/M010_119.wav,map,导航到丹巴路十号,导航到丹巴路十号
chinese/dzdm/X5/X5-3-DZ/F008/F008_113.wav,map,导航到富裕路和平街交叉口,导航到富裕路和平街交叉口
chinese/dzdm/X5/X5-3-DZ/F008/F008_134.wav,map,导航到春惠路和惠际路交口,导航到春惠路和惠际路交口
chinese/dzdm/X5/X5-4-DZ/M001/M001_123.wav,map,我想去海市崇明县明宝商场,我想去海市崇明县明宝商场
chinese/dzdm/X5/X5-5-DZ/M003/M003_115.wav,map,我要去安塞路和宜君路十字路口,我要去安塞路和宜君路十字路口
chinese/dzdm/X5/X5-3-DZ/F007/F007_131.wav,map,导航到金陵路和新美路路口,导航到金陵路和新美路路口
chinese/dzdm/X5/X5-6-DZ/M007/M007_184.wav,new,今天在经济方面有什么新闻,今天在经济方面有什么新闻
chinese/dzdm/X5/X5-7-DZ/M009/M009_151.wav,map,查找附近的atm取款机,查找附近的atm取款机
chinese/dzdm/X5/X5-3-DZ/F009/F009_092.wav,map,导航到紫荆花路二百五十号,导航到紫荆花路二百五十号
chinese/dzdm/X5/X5-6-DZ/M008/M008_162.wav,traffic,朝阳区南湖大路和开运街交口,朝阳区南湖大路和开运街交口
chinese/dzdm/X5/X5-5-DZ/M005/M005_170.wav,wether,最近几天合肥的天气,最近几天合肥的天气
chinese/dzdm/X5/X5-3-DZ/F007/F007_069.wav,,哦请呼叫志强,哦请呼叫志强
chinese/dzdm/X5/X5-3-DZ/F007/F007_101.wav,map,沿途的百子园社区,沿途的百子园社区
chinese/dzdm/X5/X5-4-DZ/M002/M002_203.wav,help,收音机帮助,收音机帮助
chinese/dzdm/X5/X5-7-DZ/M009/M009_035.wav,meida,我要听一下callmebaby这首歌,我要听一下callmebaby这首歌
chinese/dzdm/X5/X5-3-DZ/F009/F009_203.wav,cmd,接听,接听
chinese/dzdm/X5/X5-6-DZ/M008/M008_118.wav,map,导航到福宏堂药店,导航到福宏堂药店
chinese/dzdm/X5/X5-2-DZ/F004/F004_002.wav,radio,播放fm九十一点四,播放fm九十一点四
chinese/dzdm/X5/X5-5-DZ/M003/M003_150.wav,map,我要到爱都路和美桂北路交叉口,我要到爱都路和美桂北路交叉口
chinese/dzdm/X5/X5-4-DZ/M002/M002_041.wav,meida,张杰,张杰
chinese/dzdm/X5/X5-4-DZ/M001/M001_143.wav,map,我要开车去万隆驾校龙泉分校,我要开车去万隆驾校龙泉分校
chinese/dzdm/X5/X5-6-DZ/M008/M008_081.wav,telephone,拨打小米的电话,拨打小米的电话
chinese/dzdm/X5/X5-4-DZ/F010/F010_025.wav,meida,匆匆那年,匆匆那年
chinese/dzdm/X5/X5-1-DZ/F003/F003_152.wav,map,我要到安盛街和东明路交叉路口,我要到安盛街和东明路交叉路口
chinese/dzdm/X5/X5-6-DZ/M008/M008_002.wav,radio,调到一零七点六,调到一零七点六
chinese/dzdm/X5/X5-6-DZ/M007/M007_176.wav,wether,烟台的天气,烟台的天气
chinese/dzdm/X5/X5-3-DZ/F007/F007_129.wav,map,导航到民族大学南路和民族大学西路路口,导航到民族大学南路和民族大学西路路口
chinese/dzdm/X5/X5-1-DZ/F003/F003_218.wav,,播放财经郎眼2014,播放财经郎眼2014
chinese/dzdm/X5/X5-4-DZ/M002/M002_096.wav,map,女人街,女人街
chinese/dzdm/X5/X5-4-DZ/F010/F010_189.wav,cmd,最后一个,最后一个
chinese/dzdm/X5/X5-5-DZ/M003/M003_075.wav,telephone,打电话号码是一五三三五六四八七六三,打电话号码是一五三三五六四八七六三
chinese/dzdm/X5/X5-1-DZ/F002/F002_061.wav,telephone,给吴晓回个电话,给吴晓回个电话
chinese/dzdm/X5/X5-2-DZ/F005/F005_147.wav,map,沿途的美容美发,沿途的美容美发
chinese/dzdm/X5/X5-6-DZ/M007/M007_024.wav,meida,来一首匆匆那年,来一首匆匆那年
chinese/dzdm/X5/X5-4-DZ/M001/M001_008.wav,radio,听收音机,听收音机
chinese/dzdm/X5/X5-6-DZ/M006/M006_066.wav,telephone,拨打钟新龙,拨打钟新龙
chinese/dzdm/X5/X5-5-DZ/M005/M005_163.wav,traffic,前方路况,前方路况
chinese/dzdm/X5/X5-1-DZ/F002/F002_192.wav,new,我想查看一些体育新闻,我想查看一些体育新闻
chinese/dzdm/X5/X5-5-DZ/M004/M004_157.wav,traffic,松青路上向南方向堵吗,松青路上向南方向堵吗
chinese/dzdm/X5/X5-6-DZ/M007/M007_062.wav,telephone,接通刘佳,接通刘佳
chinese/dzdm/X5/X5-1-DZ/F001/F001_009.wav,radio,我想听收音机,我想听收音机
chinese/dzdm/X5/X5-7-DZ/M010/M010_129.wav,map,导航到人民路与绿洲路路口,导航到人民路与绿洲路路口
chinese/dzdm/X5/X5-6-DZ/M007/M007_110.wav,map,导航到枫桦景苑北门,导航到枫桦景苑北门
chinese/dzdm/X5/X5-4-DZ/M002/M002_205.wav,cmd,往下翻,往下翻
chinese/dzdm/X5/X5-4-DZ/M001/M001_056.wav,telephone,拨打朱先生电话,拨打朱先生电话
chinese/dzdm/X5/X5-7-DZ/M009/M009_001.wav,radio,调广播到fm九十一点七,调广播到fm九十一点七
chinese/dzdm/X5/X5-1-DZ/F001/F001_119.wav,map,我想到夏普生活馆崇明南门路,我想到夏普生活馆崇明南门路
chinese/dzdm/X5/X5-7-DZ/M009/M009_197.wav,help,有哪些日程的命令,有哪些日程的命令
chinese/dzdm/X5/X5-2-DZ/F005/F005_082.wav,telephone,请打个电话给李经理,请打个电话给李经理
chinese/dzdm/X5/X5-1-DZ/F003/F003_095.wav,map,我要去安辰路与a五高速公路十字路,我要去安辰路与a五高速公路十字路
chinese/dzdm/X5/X5-7-DZ/M009/M009_024.wav,meida,我想听专辑其实我还好,我想听专辑其实我还好
chinese/dzdm/X5/X5-2-DZ/F004/F004_029.wav,meida,播放李健的假如爱有天意,播放李健的假如爱有天意
chinese/dzdm/X5/X5-2-DZ/F004/F004_115.wav,map,我想找金鹰购物中心附近的厕所,我想找金鹰购物中心附近的厕所
chinese/dzdm/X5/X5-3-DZ/F009/F009_027.wav,meida,我要听hold住你的心,我要听hold住你的心
chinese/dzdm/X5/X5-3-DZ/F007/F007_038.wav,meida,听一首李白,听一首李白
chinese/dzdm/X5/X5-4-DZ/F010/F010_065.wav,telephone,我想给akf林先生打电话,我想给akf林先生打电话
chinese/dzdm/X5/X5-6-DZ/M006/M006_039.wav,meida,来首喜欢你,来首喜欢你
chinese/dzdm/X5/X5-5-DZ/M003/M003_119.wav,map,带我到澳尼路和德堡路交叉口,带我到澳尼路和德堡路交叉口
chinese/dzdm/X5/X5-3-DZ/F009/F009_133.wav,map,周围的万隆visa广场,周围的万隆visa广场
chinese/dzdm/X5/X5-2-DZ/F006/F006_020.wav,radio,请切换到am九百六十三,请切换到am九百六十三
chinese/dzdm/X5/X5-5-DZ/M005/M005_160.wav,traffic,前面堵车吗,前面堵车吗
chinese/dzdm/X5/X5-4-DZ/M002/M002_148.wav,map,我想开车去安化路与凯旋路十字路口,我想开车去安化路与凯旋路十字路口
chinese/dzdm/X5/X5-7-DZ/M010/M010_175.wav,help,有哪些导航的说法,有哪些导航的说法
chinese/dzdm/X5/X5-2-DZ/F004/F004_135.wav,map,我要找目的地附近的饭店,我要找目的地附近的饭店
chinese/dzdm/X5/X5-7-DZ/M009/M009_057.wav,telephone,给北京嘉里大酒店打个电话,给北京嘉里大酒店打个电话
chinese/dzdm/X5/X5-1-DZ/F001/F001_120.wav,map,我想找红星邮政储蓄,我想找红星邮政储蓄
chinese/dzdm/X5/X5-2-DZ/F005/F005_129.wav,map,家附近的加油站,家附近的加油站
chinese/dzdm/X5/X5-5-DZ/M003/M003_087.wav,map,我要去爱都路与日樱北路交口,我要去爱都路与日樱北路交口
chinese/dzdm/X5/X5-6-DZ/M008/M008_182.wav,new,今天有什么体育新闻,今天有什么体育新闻
chinese/dzdm/X5/X5-2-DZ/F005/F005_140.wav,map,目的地附近的atm,目的地附近的atm
chinese/dzdm/X5/X5-2-DZ/F004/F004_078.wav,telephone,重拨,重拨
chinese/dzdm/X5/X5-6-DZ/M008/M008_064.wav,telephone,我想查看已接电话,我想查看已接电话
chinese/dzdm/X5/X5-3-DZ/F009/F009_061.wav,telephone,打电话给孙夜明,打电话给孙夜明
chinese/dzdm/X5/X5-5-DZ/M005/M005_107.wav,map,给我显示恒大华府的电影院,给我显示恒大华府的电影院
chinese/dzdm/X5/X5-1-DZ/F001/F001_050.wav,telephone,电话,电话
chinese/dzdm/X5/X5-2-DZ/F006/F006_149.wav,map,去澳门路上的澳门园社区怎么走,去澳门路上的澳门园社区怎么走
chinese/dzdm/X5/X5-5-DZ/M005/M005_221.wav,,接着播放青音,接着播放青音
chinese/dzdm/X5/X5-2-DZ/F004/F004_119.wav,map,我想找加油站附近的商店,我想找加油站附近的商店
chinese/dzdm/X5/X5-1-DZ/F003/F003_079.wav,telephone,你可以帮忙呼叫一八一五二三一零七八九,你可以帮忙呼叫一八一五二三一零七八九
chinese/dzdm/X5/X5-7-DZ/M009/M009_058.wav,telephone,给天天网打个电话,给天天网打个电话
