Â¼Òô,ÒµÎñ,Â¼Òô,±ê×¢
2357,help,english\dzdm\X5\X5-16-DZ\M012\M012_026.wav,instructions for radio
2358,help,english\dzdm\X5\X5-16-DZ\M012\M012_027.wav,instructions for music
2359,help,english\dzdm\X5\X5-16-DZ\M012\M012_028.wav,instructions for system
2360,help,english\dzdm\X5\X5-16-DZ\M012\M012_029.wav,instructions for traffic
2361,help,english\dzdm\X5\X5-16-DZ\M012\M012_030.wav,instructions for agenda
2362,help,english\dzdm\X5\X5-16-DZ\M012\M012_031.wav,instructions for voice
2363,help,english\dzdm\X5\X5-16-DZ\M012\M012_032.wav,instructions about function
2364,help,english\dzdm\X5\X5-16-DZ\M012\M012_033.wav,instructions about media
2365,cmd,english\dzdm\X5\X5-16-DZ\M012\M012_034.wav,the sixth
2366,cmd,english\dzdm\X5\X5-16-DZ\M012\M012_035.wav,the last
2367,cmd,english\dzdm\X5\X5-16-DZ\M012\M012_036.wav,return
2368,cmd,english\dzdm\X5\X5-16-DZ\M012\M012_037.wav,close
2369,cmd,english\dzdm\X5\X5-16-DZ\M012\M012_038.wav,select the first one
2370,cmd,english\dzdm\X5\X5-16-DZ\M012\M012_039.wav,select the second one
2371,cmd,english\dzdm\X5\X5-16-DZ\M012\M012_040.wav,select the third one
2372,cmd,english\dzdm\X5\X5-16-DZ\M012\M012_041.wav,select the fourth one
2373,cmd,english\dzdm\X5\X5-16-DZ\M012\M012_042.wav,select the fifth one
2374,cmd,english\dzdm\X5\X5-16-DZ\M012\M012_043.wav,select the sixth one
2375,wether,english\dzdm\X5\X5-16-DZ\M012\M012_044.wav,will it rain december second
2376,wether,english\dzdm\X5\X5-16-DZ\M012\M012_045.wav,will it snow november fourth
2377,wether,english\dzdm\X5\X5-16-DZ\M012\M012_046.wav,will it snow october seventh
2378,wether,english\dzdm\X5\X5-16-DZ\M012\M012_047.wav,will it snow september fifteenth
2379,wether,english\dzdm\X5\X5-16-DZ\M012\M012_048.wav,will it snow august twentieth
2380,wether,english\dzdm\X5\X5-16-DZ\M012\M012_049.wav,will it snow july twenty fifth
2381,wether,english\dzdm\X5\X5-16-DZ\M012\M012_050.wav,what s the forecast for next week
2382,wether,english\dzdm\X5\X5-16-DZ\M012\M012_051.wav,what is the temperature
2383,wether,english\dzdm\X5\X5-16-DZ\M012\M012_052.wav,how is the weather in the next few days
2384,wether,english\dzdm\X5\X5-16-DZ\M012\M012_053.wav,will there be rain or snow next week
2385,wether,english\dzdm\X5\X5-16-DZ\M012\M012_054.wav,how should i dress on june thirteenth
2386,wether,english\dzdm\X5\X5-16-DZ\M012\M012_055.wav,how should i dress on may fourteenth
2387,wether,english\dzdm\X5\X5-16-DZ\M012\M012_056.wav,how should i dress on april twenty sixth
2388,wether,english\dzdm\X5\X5-16-DZ\M012\M012_057.wav,how should i dress on march eighteenth
2389,wether,english\dzdm\X5\X5-16-DZ\M012\M012_058.wav,how should i dress on february eleventh
2390,wether,english\dzdm\X5\X5-16-DZ\M012\M012_059.wav,what s the weather like in the next two four hours
2391,wether,english\dzdm\X5\X5-16-DZ\M012\M012_060.wav,how's the weather in the next two four hours
2392,wether,english\dzdm\X5\X5-16-DZ\M012\M012_061.wav,excuse me what s the weather like in shenzhen now
2393,wether,english\dzdm\X5\X5-16-DZ\M012\M012_062.wav,excuse me what s the weather like in tianjin now
2394,radio,english\dzdm\X5\X5-16-DZ\M012\M012_063.wav,i want to hear the radio station am nine hundred and thirty six
2395,radio,english\dzdm\X5\X5-16-DZ\M012\M012_064.wav,i want to hear am nine hundred and forty five
2396,radio,english\dzdm\X5\X5-16-DZ\M012\M012_065.wav,i want to hear am nine hundred and fifty four
2397,radio,english\dzdm\X5\X5-16-DZ\M012\M012_066.wav,i want to hear am nine hundred and sixty three
2398,radio,english\dzdm\X5\X5-16-DZ\M012\M012_067.wav,i want to hear the radio station fm ninety point one
2399,radio,english\dzdm\X5\X5-16-DZ\M012\M012_068.wav,i want to hear the radio station fm eighty eight
2400,radio,english\dzdm\X5\X5-16-DZ\M012\M012_069.wav,i want to hear the radio station fm ninety five point nine
2401,radio,english\dzdm\X5\X5-16-DZ\M012\M012_070.wav,i want to hear fm one hundred and six point five
2402,radio,english\dzdm\X5\X5-16-DZ\M012\M012_071.wav,i want to hear fm eighty eight point seven
2403,radio,english\dzdm\X5\X5-16-DZ\M012\M012_072.wav,i want to hear fm nine eight point six
2404,radio,english\dzdm\X5\X5-16-DZ\M012\M012_073.wav,i want to listen to the radio station am one thousand and twenty six
2405,radio,english\dzdm\X5\X5-16-DZ\M012\M012_074.wav,i want to listen to the radio station am six hundred and seventy five
2406,radio,english\dzdm\X5\X5-16-DZ\M012\M012_075.wav,i want to listen to am six hundred and ninety three
2407,radio,english\dzdm\X5\X5-16-DZ\M012\M012_076.wav,i want to listen to am seven hundred and two
2408,radio,english\dzdm\X5\X5-16-DZ\M012\M012_077.wav,i want to listen to am seven hundred and eleven
2409,radio,english\dzdm\X5\X5-16-DZ\M012\M012_078.wav,i want to listen to the radio station fm one zero three point seven
2410,radio,english\dzdm\X5\X5-16-DZ\M012\M012_079.wav,i want to listen to the radio station fm eighty nine point nine
2411,radio,english\dzdm\X5\X5-16-DZ\M012\M012_080.wav,i want to listen to the radio station fm nine zero point nine
2412,radio,english\dzdm\X5\X5-16-DZ\M012\M012_081.wav,i want to listen to fm one hundred and seven point two
2413,radio,english\dzdm\X5\X5-16-DZ\M012\M012_082.wav,i want to listen to fm nine four
2414,radio,english\dzdm\X5\X5-16-DZ\M012\M012_083.wav,i want to listen to fm ninety seven point two
2415,meida,english\dzdm\X5\X5-16-DZ\M012\M012_084.wav,help me open ipod audio source
2416,meida,english\dzdm\X5\X5-16-DZ\M012\M012_085.wav,open ipod audio source please
2417,meida,english\dzdm\X5\X5-16-DZ\M012\M012_086.wav,open ipod audio source
2418,meida,english\dzdm\X5\X5-16-DZ\M012\M012_087.wav,i want to open usb
2419,meida,english\dzdm\X5\X5-16-DZ\M012\M012_088.wav,i want to open bt audio
2420,meida,english\dzdm\X5\X5-16-DZ\M012\M012_089.wav,i want to open ipod
2421,meida,english\dzdm\X5\X5-16-DZ\M012\M012_090.wav,open bt media source
2422,meida,english\dzdm\X5\X5-16-DZ\M012\M012_091.wav,open bt audio source
2423,meida,english\dzdm\X5\X5-16-DZ\M012\M012_092.wav,switch to usb
2424,meida,english\dzdm\X5\X5-16-DZ\M012\M012_093.wav,switch to bt audio
2425,meida,english\dzdm\X5\X5-16-DZ\M012\M012_094.wav,switch to ipod
2426,meida,english\dzdm\X5\X5-16-DZ\M012\M012_095.wav,i want to hear usb
2427,meida,english\dzdm\X5\X5-16-DZ\M012\M012_096.wav,i want to hear bt audio
2428,meida,english\dzdm\X5\X5-16-DZ\M012\M012_097.wav,i want to hear ipod
2429,meida,english\dzdm\X5\X5-16-DZ\M012\M012_098.wav,listen to usb
2430,meida,english\dzdm\X5\X5-16-DZ\M012\M012_099.wav,listen to ipod
2431,meida,english\dzdm\X5\X5-16-DZ\M012\M012_100.wav,play the usb
2432,meida,english\dzdm\X5\X5-16-DZ\M012\M012_101.wav,usb
2433,meida,english\dzdm\X5\X5-16-DZ\M012\M012_102.wav,play the ipod
2434,meida,english\dzdm\X5\X5-16-DZ\M012\M012_103.wav,ipod
2435,meida,english\dzdm\X5\X5-16-DZ\M012\M012_104.wav,play god is a girl in usb
2436,telephone,english\dzdm\X5\X5-16-DZ\M012\M012_105.wav,please call fabio china
2437,telephone,english\dzdm\X5\X5-16-DZ\M012\M012_106.wav,please call fabory fanny
2438,telephone,english\dzdm\X5\X5-16-DZ\M012\M012_107.wav,please call fabory mehdi
2439,telephone,english\dzdm\X5\X5-16-DZ\M012\M012_108.wav,call father
2440,telephone,english\dzdm\X5\X5-16-DZ\M012\M012_109.wav,call fedex
2441,telephone,english\dzdm\X5\X5-16-DZ\M012\M012_110.wav,call feetinsky
2442,telephone,english\dzdm\X5\X5-16-DZ\M012\M012_111.wav,call frankie
2443,telephone,english\dzdm\X5\X5-16-DZ\M012\M012_112.wav,call gps
2444,telephone,english\dzdm\X5\X5-16-DZ\M012\M012_113.wav,call grandma
2445,telephone,english\dzdm\X5\X5-16-DZ\M012\M012_114.wav,please ring gtg
2446,telephone,english\dzdm\X5\X5-16-DZ\M012\M012_115.wav,please ring handsome
2447,telephone,english\dzdm\X5\X5-16-DZ\M012\M012_116.wav,please ring haroon
2448,telephone,english\dzdm\X5\X5-16-DZ\M012\M012_117.wav,please ring henry
2449,telephone,english\dzdm\X5\X5-16-DZ\M012\M012_118.wav,please ring home
2450,telephone,english\dzdm\X5\X5-16-DZ\M012\M012_119.wav,please ring htc
2451,telephone,english\dzdm\X5\X5-16-DZ\M012\M012_120.wav,ring ice
2452,telephone,english\dzdm\X5\X5-16-DZ\M012\M012_121.wav,ring ilan
2453,telephone,english\dzdm\X5\X5-16-DZ\M012\M012_122.wav,ring insert
2454,telephone,english\dzdm\X5\X5-16-DZ\M012\M012_123.wav,ring isabelle
2455,telephone,english\dzdm\X5\X5-16-DZ\M012\M012_124.wav,ring jason
2456,telephone,english\dzdm\X5\X5-16-DZ\M012\M012_125.wav,ring jeff z
2457,telephone,english\dzdm\X5\X5-16-DZ\M012\M012_126.wav,please dial jenifer
2458,telephone,english\dzdm\X5\X5-16-DZ\M012\M012_127.wav,please dial jerry
2459,telephone,english\dzdm\X5\X5-16-DZ\M012\M012_128.wav,please dial joyce
2460,telephone,english\dzdm\X5\X5-16-DZ\M012\M012_129.wav,please dial julia
2461,telephone,english\dzdm\X5\X5-16-DZ\M012\M012_130.wav,please dial julian
2462,telephone,english\dzdm\X5\X5-16-DZ\M012\M012_131.wav,please dial k f c
2463,telephone,english\dzdm\X5\X5-16-DZ\M012\M012_132.wav,dial kees
2464,telephone,english\dzdm\X5\X5-16-DZ\M012\M012_133.wav,dial kevin
2465,telephone,english\dzdm\X5\X5-16-DZ\M012\M012_134.wav,dial kiel
2466,telephone,english\dzdm\X5\X5-16-DZ\M012\M012_135.wav,dial kitty
2467,telephone,english\dzdm\X5\X5-16-DZ\M012\M012_136.wav,dial laura
2468,telephone,english\dzdm\X5\X5-16-DZ\M012\M012_137.wav,dial lisa
2469,telephone,english\dzdm\X5\X5-16-DZ\M012\M012_138.wav,ring up love me immediately
2470,telephone,english\dzdm\X5\X5-16-DZ\M012\M012_139.wav,ring up luisa immediately
2471,telephone,english\dzdm\X5\X5-16-DZ\M012\M012_140.wav,ring up mamam immediately
2472,telephone,english\dzdm\X5\X5-16-DZ\M012\M012_141.wav,ring up manoj ananta immediately
2473,telephone,english\dzdm\X5\X5-16-DZ\M012\M012_142.wav,ring up maria fernandez immediately
2474,telephone,english\dzdm\X5\X5-16-DZ\M012\M012_143.wav,ring up mark immediately
2475,telephone,english\dzdm\X5\X5-16-DZ\M012\M012_144.wav,please make a phone call to masud target
2476,map,english\dzdm\X5\X5-16-DZ\M012\M012_145.wav,navigate to vienna international hotel parking lot entrance and exit
2477,map,english\dzdm\X5\X5-16-DZ\M012\M012_146.wav,navigate to china testing institute of electronic products
2478,map,english\dzdm\X5\X5-16-DZ\M012\M012_147.wav,navigate to research institute of tv and electro acoustics
2479,map,english\dzdm\X5\X5-16-DZ\M012\M012_148.wav,navigate to china electronics technology group corporation number three institute
2480,map,english\dzdm\X5\X5-16-DZ\M012\M012_149.wav,navigate to post and telecommunication industry products quality supervision and inspection center
2481,map,english\dzdm\X5\X5-16-DZ\M012\M012_150.wav,navigate to little angel art kindergarten
2482,map,english\dzdm\X5\X5-16-DZ\M012\M012_151.wav,i want to go to china welfare lottery
2483,map,english\dzdm\X5\X5-16-DZ\M012\M012_152.wav,i want to go to china sports lottery
2484,map,english\dzdm\X5\X5-16-DZ\M012\M012_153.wav,i want to go to diligent dental
2485,map,english\dzdm\X5\X5-16-DZ\M012\M012_154.wav,i want to go to old beijing tradition clay oven rolls
2486,map,english\dzdm\X5\X5-16-DZ\M012\M012_155.wav,i want to find trust mart spicy hot pot
2487,map,english\dzdm\X5\X5-16-DZ\M012\M012_156.wav,i want to find right way real estate
2488,map,english\dzdm\X5\X5-16-DZ\M012\M012_157.wav,i want to find electron qiu chang road community residents' committee
2489,map,english\dzdm\X5\X5-16-DZ\M012\M012_158.wav,i want to find electron court community
2490,map,english\dzdm\X5\X5-16-DZ\M012\M012_159.wav,i want to find a little sunshine bar baby wardrobe
2491,map,english\dzdm\X5\X5-16-DZ\M012\M012_160.wav,i want to find old beijing spring pancake store
2492,map,english\dzdm\X5\X5-16-DZ\M012\M012_161.wav,i want to go to korean fast food restaurant
2493,map,english\dzdm\X5\X5-16-DZ\M012\M012_162.wav,i want to go to seven star
2494,map,english\dzdm\X5\X5-16-DZ\M012\M012_163.wav,i want to go to yang zhou restaurant
2495,map,english\dzdm\X5\X5-16-DZ\M012\M012_164.wav,i want to go to show house
2496,map,english\dzdm\X5\X5-16-DZ\M012\M012_165.wav,i want to go to north china photo electric
2497,map,english\dzdm\X5\X5-16-DZ\M012\M012_167.wav,i want to get to england time cake shop
2498,map,english\dzdm\X5\X5-16-DZ\M012\M012_168.wav,i want to get to tom sweet
2499,map,english\dzdm\X5\X5-16-DZ\M012\M012_169.wav,i want to get to bus parking lot
2500,map,english\dzdm\X5\X5-16-DZ\M012\M012_170.wav,i want to get to third space homeland parking lot
2501,map,english\dzdm\X5\X5-16-DZ\M012\M012_171.wav,i want to get to cathay view holiday hotel
2502,map,english\dzdm\X5\X5-16-DZ\M012\M012_172.wav,go to modern billiards assembly hall
2503,map,english\dzdm\X5\X5-16-DZ\M012\M012_173.wav,go to sunny new trunk
2504,map,english\dzdm\X5\X5-16-DZ\M012\M012_174.wav,go to fortune garden
2505,map,english\dzdm\X5\X5-16-DZ\M012\M012_175.wav,go to chinese national orchestra
2506,map,english\dzdm\X5\X5-16-DZ\M012\M012_176.wav,go to chinese national orchestra national concert hall
2507,map,english\dzdm\X5\X5-16-DZ\M012\M012_177.wav,go to united hotel
2508,map,english\dzdm\X5\X5-16-DZ\M012\M012_178.wav,find tourism institute of beijing union university
2509,map,english\dzdm\X5\X5-16-DZ\M012\M012_179.wav,find chinese artists association ceramic art committee
2510,map,english\dzdm\X5\X5-16-DZ\M012\M012_180.wav,find china sculpture research centre
2511,map,english\dzdm\X5\X5-16-DZ\M012\M012_181.wav,find beijing union university parking lot
2512,map,english\dzdm\X5\X5-16-DZ\M012\M012_182.wav,find hospital of beijing union university
2513,map,english\dzdm\X5\X5-16-DZ\M012\M012_183.wav,find kefir fresh milk tea
2514,map,english\dzdm\X5\X5-16-DZ\M012\M012_184.wav,i want to drive to the cest han cafe
2515,map,english\dzdm\X5\X5-16-DZ\M012\M012_185.wav,i want to drive to the elements hotel
2516,map,english\dzdm\X5\X5-16-DZ\M012\M012_186.wav,i want to drive to the north america office park
2517,map,english\dzdm\X5\X5-16-DZ\M012\M012_187.wav,i want to drive to the north america office park block d
2518,map,english\dzdm\X5\X5-16-DZ\M012\M012_188.wav,i want to drive to the green vision gallery
2519,map,english\dzdm\X5\X5-16-DZ\M012\M012_189.wav,i want to drive to the classical artistic gallery
2520,map,english\dzdm\X5\X5-16-DZ\M012\M012_190.wav,i want to drive to china women's university
2521,map,english\dzdm\X5\X5-16-DZ\M012\M012_191.wav,i want to drive to beijing conference center
2522,map,english\dzdm\X5\X5-16-DZ\M012\M012_192.wav,i want to drive to beijing pasturage terminal
2523,map,english\dzdm\X5\X5-16-DZ\M012\M012_193.wav,i want to drive to beijing feed stuff monitor house
2524,map,english\dzdm\X5\X5-16-DZ\M012\M012_194.wav,i want to drive to panda pet house
2525,map,english\dzdm\X5\X5-16-DZ\M012\M012_195.wav,i want to drive to coffee way
2526,map,english\dzdm\X5\X5-16-DZ\M012\M012_196.wav,take me to the nearest northwest flavor snack
2527,map,english\dzdm\X5\X5-16-DZ\M012\M012_197.wav,take me to the nearest great wall lenovo computer
2528,map,english\dzdm\X5\X5-16-DZ\M012\M012_198.wav,take me to the nearest great wall
2529,map,english\dzdm\X5\X5-16-DZ\M012\M012_199.wav,take me to the nearest the palace museum
2530,map,english\dzdm\X5\X5-16-DZ\M012\M012_200.wav,take me to the nearest shanghai
2531,map,english\dzdm\X5\X5-16-DZ\M012\M012_201.wav,take me to the nearest beijing
2532,map,english\dzdm\X5\X5-16-DZ\M012\M012_202.wav,the nearest guangzhou
2533,map,english\dzdm\X5\X5-16-DZ\M012\M012_203.wav,the nearest tianjin
2534,map,english\dzdm\X5\X5-16-DZ\M012\M012_204.wav,the nearest shenzhen
2535,map,english\dzdm\X5\X5-16-DZ\M012\M012_205.wav,the nearest chongqing
2536,map,english\dzdm\X5\X5-16-DZ\M012\M012_206.wav,the nearest suzhou
2537,map,english\dzdm\X5\X5-16-DZ\M012\M012_207.wav,the nearest chengdu
2538,map,english\dzdm\X5\X5-16-DZ\M012\M012_208.wav,go to the nearest wuhan
2539,map,english\dzdm\X5\X5-16-DZ\M012\M012_209.wav,go to the nearest hangzhou
2540,map,english\dzdm\X5\X5-16-DZ\M012\M012_210.wav,go to the nearest shenyang
2541,map,english\dzdm\X5\X5-16-DZ\M012\M012_211.wav,go to the nearest nanjing
2542,map,english\dzdm\X5\X5-16-DZ\M012\M012_212.wav,go to the nearest peking
2543,map,english\dzdm\X5\X5-16-DZ\M012\M012_213.wav,go to the nearest peking university southwest gate
2544,map,english\dzdm\X5\X5-16-DZ\M012\M012_214.wav,navigate to the nearest tsinghua university parking lot
2545,scheduled_destination,english\dzdm\X5\X5-17-DZ\M013\M013_001.wav,i want to check agenda on spring festival
2546,scheduled_destination,english\dzdm\X5\X5-17-DZ\M013\M013_002.wav,i want to check schedule on new year's day
2547,scheduled_destination,english\dzdm\X5\X5-17-DZ\M013\M013_003.wav,i want to check my agenda on women's day
2548,scheduled_destination,english\dzdm\X5\X5-17-DZ\M013\M013_004.wav,i want to check my schedule on december second
2549,scheduled_destination,english\dzdm\X5\X5-17-DZ\M013\M013_005.wav,i want to check agenda on november fourth
2550,scheduled_destination,english\dzdm\X5\X5-17-DZ\M013\M013_006.wav,i want to check schedule on october seventh
2551,news,english\dzdm\X5\X5-17-DZ\M013\M013_007.wav,i want to view some economic news
2552,news,english\dzdm\X5\X5-17-DZ\M013\M013_008.wav,i want to view some social news
2553,news,english\dzdm\X5\X5-17-DZ\M013\M013_009.wav,i want to view some society news
2554,news,english\dzdm\X5\X5-17-DZ\M013\M013_010.wav,i want to view some politics news
2555,news,english\dzdm\X5\X5-17-DZ\M013\M013_011.wav,i want to view some entertainment news
2556,news,english\dzdm\X5\X5-17-DZ\M013\M013_012.wav,i want to view some technology news
2557,news,english\dzdm\X5\X5-17-DZ\M013\M013_013.wav,i want to view some military news
2558,news,english\dzdm\X5\X5-17-DZ\M013\M013_014.wav,i want to check some comprehensive news
2559,traffic,english\dzdm\X5\X5-17-DZ\M013\M013_015.wav,is there a traffic jam on beijing middle road first alley
2560,traffic,english\dzdm\X5\X5-17-DZ\M013\M013_016.wav,is there a traffic jam on middle street second alley
2561,traffic,english\dzdm\X5\X5-17-DZ\M013\M013_017.wav,first middle road's traffic
2562,traffic,english\dzdm\X5\X5-17-DZ\M013\M013_018.wav,twelfth road's traffic
2563,traffic,english\dzdm\X5\X5-17-DZ\M013\M013_019.wav,area one main second road's traffic
2564,traffic,english\dzdm\X5\X5-17-DZ\M013\M013_020.wav,area one main fourth road's traffic
2565,traffic,english\dzdm\X5\X5-17-DZ\M013\M013_021.wav,number one road's traffic
2566,traffic,english\dzdm\X5\X5-17-DZ\M013\M013_022.wav,shenzhen street's traffic
2567,traffic,english\dzdm\X5\X5-17-DZ\M013\M013_023.wav,chongqing south street's traffic
2568,help,english\dzdm\X5\X5-17-DZ\M013\M013_024.wav,instructions about telephone
2569,help,english\dzdm\X5\X5-17-DZ\M013\M013_025.wav,instructions about navigation
2570,help,english\dzdm\X5\X5-17-DZ\M013\M013_026.wav,instructions about radio
2571,help,english\dzdm\X5\X5-17-DZ\M013\M013_027.wav,instructions about music
2572,help,english\dzdm\X5\X5-17-DZ\M013\M013_028.wav,instructions about system
2573,help,english\dzdm\X5\X5-17-DZ\M013\M013_029.wav,instructions about traffic
2574,help,english\dzdm\X5\X5-17-DZ\M013\M013_030.wav,instructions about agenda
2575,help,english\dzdm\X5\X5-17-DZ\M013\M013_031.wav,can you tell me how to use the voice
2576,help,english\dzdm\X5\X5-17-DZ\M013\M013_032.wav,can you tell me how to use the function
2577,help,english\dzdm\X5\X5-17-DZ\M013\M013_033.wav,can you tell me how to use the media
2578,cmd,english\dzdm\X5\X5-17-DZ\M013\M013_034.wav,select the last one
2579,cmd,english\dzdm\X5\X5-17-DZ\M013\M013_035.wav,choose the first one
2580,cmd,english\dzdm\X5\X5-17-DZ\M013\M013_036.wav,choose the second one
2581,cmd,english\dzdm\X5\X5-17-DZ\M013\M013_037.wav,choose the third one
2582,cmd,english\dzdm\X5\X5-17-DZ\M013\M013_038.wav,choose the fourth one
2583,cmd,english\dzdm\X5\X5-17-DZ\M013\M013_039.wav,choose the fifth one
2584,cmd,english\dzdm\X5\X5-17-DZ\M013\M013_040.wav,choose the sixth one
2585,cmd,english\dzdm\X5\X5-17-DZ\M013\M013_041.wav,choose the last one
2586,cmd,english\dzdm\X5\X5-17-DZ\M013\M013_042.wav,the first line
2587,cmd,english\dzdm\X5\X5-17-DZ\M013\M013_043.wav,the second line
2588,wether,english\dzdm\X5\X5-17-DZ\M013\M013_044.wav,excuse me what s the weather like in chengdu now
2589,wether,english\dzdm\X5\X5-17-DZ\M013\M013_045.wav,excuse me what s the weather like in suzhou now
2590,wether,english\dzdm\X5\X5-17-DZ\M013\M013_046.wav,excuse me what s the weather like in wuhan now
2591,wether,english\dzdm\X5\X5-17-DZ\M013\M013_047.wav,excuse me what s the weather like in chongqing
2592,wether,english\dzdm\X5\X5-17-DZ\M013\M013_048.wav,excuse me what s the weather like in hangzhou
2593,wether,english\dzdm\X5\X5-17-DZ\M013\M013_049.wav,excuse me what s the weather like in shenyang
2594,wether,english\dzdm\X5\X5-17-DZ\M013\M013_050.wav,excuse me what s the weather like in nanjing
2595,wether,english\dzdm\X5\X5-17-DZ\M013\M013_051.wav,excuse me what s the weather like in peking
2596,wether,english\dzdm\X5\X5-17-DZ\M013\M013_052.wav,what s the weather like in shanghai now
2597,wether,english\dzdm\X5\X5-17-DZ\M013\M013_053.wav,what s the weather like in beijing now
2598,wether,english\dzdm\X5\X5-17-DZ\M013\M013_054.wav,what s the weather like in guangzhou now
2599,wether,english\dzdm\X5\X5-17-DZ\M013\M013_055.wav,what s the weather like in shenzhen now
2600,wether,english\dzdm\X5\X5-17-DZ\M013\M013_056.wav,what s the weather like in tianjin now
2601,wether,english\dzdm\X5\X5-17-DZ\M013\M013_057.wav,what s the weather like in chengdu
2602,wether,english\dzdm\X5\X5-17-DZ\M013\M013_058.wav,what s the weather like in suzhou
2603,wether,english\dzdm\X5\X5-17-DZ\M013\M013_059.wav,what s the weather like in wu han
2604,wether,english\dzdm\X5\X5-17-DZ\M013\M013_060.wav,what s the weather like in chongqing
2605,wether,english\dzdm\X5\X5-17-DZ\M013\M013_061.wav,what s the weather like in hangzhou
2606,wether,english\dzdm\X5\X5-17-DZ\M013\M013_062.wav,check shenyang's weather
2607,radio,english\dzdm\X5\X5-17-DZ\M013\M013_063.wav,i would like to hear the radio station am nine three six
2608,radio,english\dzdm\X5\X5-17-DZ\M013\M013_064.wav,i would like to hear the radio station am nine four five
2609,radio,english\dzdm\X5\X5-17-DZ\M013\M013_065.wav,i would like to hear the radio station am nine five four
2610,radio,english\dzdm\X5\X5-17-DZ\M013\M013_066.wav,i would like to hear am nine six three
2611,radio,english\dzdm\X5\X5-17-DZ\M013\M013_067.wav,i would like to hear am nine seven two
2612,radio,english\dzdm\X5\X5-17-DZ\M013\M013_068.wav,i would like to hear am nine eight one
2613,radio,english\dzdm\X5\X5-17-DZ\M013\M013_069.wav,i would like to hear the radio station fm nine zero
2614,radio,english\dzdm\X5\X5-17-DZ\M013\M013_070.wav,i would like to hear the radio station fm eight eight
2615,radio,english\dzdm\X5\X5-17-DZ\M013\M013_071.wav,i would like to hear fm one hundred and six point four
2616,radio,english\dzdm\X5\X5-17-DZ\M013\M013_072.wav,i would like to hear fm nine two point four
2617,radio,english\dzdm\X5\X5-17-DZ\M013\M013_073.wav,i would like to hear fm ninety point five
2618,radio,english\dzdm\X5\X5-17-DZ\M013\M013_074.wav,i would like to listen to the radio station am six eight four
2619,radio,english\dzdm\X5\X5-17-DZ\M013\M013_075.wav,i would like to listen to the radio station am six nine three
2620,radio,english\dzdm\X5\X5-17-DZ\M013\M013_076.wav,i would like to listen to the radio station am seven zero two
2621,radio,english\dzdm\X5\X5-17-DZ\M013\M013_077.wav,i would like to listen to am seven one one
2622,radio,english\dzdm\X5\X5-17-DZ\M013\M013_078.wav,i would like to listen to am seven two zero
2623,radio,english\dzdm\X5\X5-17-DZ\M013\M013_079.wav,i would like to listen to am eight hundred and ninety one
2624,radio,english\dzdm\X5\X5-17-DZ\M013\M013_080.wav,i would like to listen to the radio station fm one hundred and seven point four
2625,radio,english\dzdm\X5\X5-17-DZ\M013\M013_081.wav,i would like to listen to the radio station fm eighty nine point five
2626,radio,english\dzdm\X5\X5-17-DZ\M013\M013_082.wav,i would like to listen to fm one hundred and five point five
2627,radio,english\dzdm\X5\X5-17-DZ\M013\M013_083.wav,i would like to listen to fm ninety point eight
2628,meida,english\dzdm\X5\X5-17-DZ\M013\M013_084.wav,play try everything in usb
2629,meida,english\dzdm\X5\X5-17-DZ\M013\M013_085.wav,play blue in usb
2630,meida,english\dzdm\X5\X5-17-DZ\M013\M013_086.wav,play song from a secret garden
2631,meida,english\dzdm\X5\X5-17-DZ\M013\M013_087.wav,play hard out here
2632,meida,english\dzdm\X5\X5-17-DZ\M013\M013_088.wav,play innocence
2633,meida,english\dzdm\X5\X5-17-DZ\M013\M013_089.wav,i want to listen to yesterday once more in usb
2634,meida,english\dzdm\X5\X5-17-DZ\M013\M013_090.wav,i want to listen to booty music in usb
2635,meida,english\dzdm\X5\X5-17-DZ\M013\M013_091.wav,i want to listen to trouble maker in usb
2636,meida,english\dzdm\X5\X5-17-DZ\M013\M013_092.wav,i want to listen to poker face
2637,meida,english\dzdm\X5\X5-17-DZ\M013\M013_093.wav,i want to listen to love me like you do
2638,meida,english\dzdm\X5\X5-17-DZ\M013\M013_094.wav,i want to listen to boyfriend
2639,meida,english\dzdm\X5\X5-17-DZ\M013\M013_095.wav,i would like to listen to call me maybe in usb
2640,meida,english\dzdm\X5\X5-17-DZ\M013\M013_096.wav,i would like to listen to nothing's gonna change my love for you in usb
2641,meida,english\dzdm\X5\X5-17-DZ\M013\M013_097.wav,i would like to listen to immortals in usb
2642,meida,english\dzdm\X5\X5-17-DZ\M013\M013_098.wav,i would like to listen to someone like you
2643,meida,english\dzdm\X5\X5-17-DZ\M013\M013_099.wav,i would like to listen to everybody hurts
2644,meida,english\dzdm\X5\X5-17-DZ\M013\M013_100.wav,i would like to listen to the show
2645,meida,english\dzdm\X5\X5-17-DZ\M013\M013_101.wav,play song here's to never growing up in usb
2646,meida,english\dzdm\X5\X5-17-DZ\M013\M013_102.wav,play song the phoenix in usb
2647,meida,english\dzdm\X5\X5-17-DZ\M013\M013_103.wav,play song pastorale in usb
2648,meida,english\dzdm\X5\X5-17-DZ\M013\M013_104.wav,play song till the world ends
2649,telephone,english\dzdm\X5\X5-17-DZ\M013\M013_105.wav,please make a phone call to mather
2650,telephone,english\dzdm\X5\X5-17-DZ\M013\M013_106.wav,please make a phone call to matin new
2651,telephone,english\dzdm\X5\X5-17-DZ\M013\M013_107.wav,please make a phone call to michelle
