strAudioPath,pcm_time(UTC ms),sr_result
msc_log_2017-07-20Thu22-06-02.675000.pcm.SpeexWb.pcm,1500559562675.0,帮我打开影音先锋
msc_log_2017-07-20Thu22-06-06.428000.pcm.SpeexWb.pcm,1500559566428.0,卸载影视先锋
msc_log_2017-07-20Thu22-06-09.931000.pcm.SpeexWb.pcm,1500559569931.0,重新下载最新版本的影视先锋
msc_log_2017-07-20Thu22-06-14.265000.pcm.SpeexWb.pcm,1500559574265.0,登录影视先锋
msc_log_2017-07-20Thu22-06-17.636000.pcm.SpeexWb.pcm,1500559577636.0,退出影视先锋
msc_log_2017-07-20Thu22-06-21.021000.pcm.SpeexWb.pcm,1500559581021.0,我要登陆万能视频
msc_log_2017-07-20Thu22-06-24.683000.pcm.SpeexWb.pcm,1500559584683.0,调高万能视频的屏幕亮度
msc_log_2017-07-20Thu22-06-28.704000.pcm.SpeexWb.pcm,1500559588704.0,调低万能视频的语音音量
msc_log_2017-07-20Thu22-06-33.376000.pcm.SpeexWb.pcm,1500559593376.0,卸载万能视频
msc_log_2017-07-20Thu22-06-36.679000.pcm.SpeexWb.pcm,1500559596679.0,换个影视先锋
msc_log_2017-07-20Thu22-06-40.068000.pcm.SpeexWb.pcm,1500559600068.0,搜索风行视频
msc_log_2017-07-20Thu22-06-43.394000.pcm.SpeexWb.pcm,1500559603394.0,帮我下载风行视频
msc_log_2017-07-20Thu22-06-47.063000.pcm.SpeexWb.pcm,1500559607063.0,打开风行视频
msc_log_2017-07-20Thu22-06-50.352000.pcm.SpeexWb.pcm,1500559610352.0,调低风行视频的亮度
msc_log_2017-07-20Thu22-06-54.386000.pcm.SpeexWb.pcm,1500559614386.0,退出风行视频
msc_log_2017-07-20Thu22-06-57.826000.pcm.SpeexWb.pcm,1500559617826.0,安装最新版本的暴风影音
msc_log_2017-07-20Thu22-07-01.878000.pcm.SpeexWb.pcm,1500559621878.0,帮我登陆暴风影音
msc_log_2017-07-20Thu22-07-05.481000.pcm.SpeexWb.pcm,1500559625481.0,打开暴风影音
msc_log_2017-07-20Thu22-07-08.792000.pcm.SpeexWb.pcm,1500559628792.0,后台继续运行暴风影音
msc_log_2017-07-20Thu22-07-12.820000.pcm.SpeexWb.pcm,1500559632820.0,关闭后台运行的暴风影音
msc_log_2017-07-20Thu22-07-16.810000.pcm.SpeexWb.pcm,1500559636810.0,搜索优酷视频
msc_log_2017-07-20Thu22-07-20.326000.pcm.SpeexWb.pcm,1500559640326.0,安装最新版本的优酷视频
msc_log_2017-07-20Thu22-07-24.580000.pcm.SpeexWb.pcm,1500559644580.0,我要打开优酷视频
msc_log_2017-07-20Thu22-07-28.098000.pcm.SpeexWb.pcm,1500559648098.0,把优酷视频的音量调低一点
msc_log_2017-07-20Thu22-07-32.339000.pcm.SpeexWb.pcm,1500559652339.0,找到优酷视频的登录页面
msc_log_2017-07-20Thu22-07-36.499000.pcm.SpeexWb.pcm,1500559656499.0,帮我下载爱奇艺视频
msc_log_2017-07-20Thu22-07-40.252000.pcm.SpeexWb.pcm,1500559660252.0,找到爱奇艺登录界面
msc_log_2017-07-20Thu22-07-44.063000.pcm.SpeexWb.pcm,1500559664063.0,登陆爱奇艺视频
msc_log_2017-07-20Thu22-07-47.677000.pcm.SpeexWb.pcm,1500559667677.0,退出当前爱奇艺账号
msc_log_2017-07-20Thu22-07-51.423000.pcm.SpeexWb.pcm,1500559671423.0,关闭爱奇艺视频
msc_log_2017-07-20Thu22-07-54.995000.pcm.SpeexWb.pcm,1500559674995.0,搜索讯飞配音
msc_log_2017-07-20Thu22-07-58.609000.pcm.SpeexWb.pcm,1500559678609.0,帮我下载讯飞配音
msc_log_2017-07-20Thu22-08-02.384000.pcm.SpeexWb.pcm,1500559682384.0,我要打开讯飞配音
msc_log_2017-07-20Thu22-08-05.869000.pcm.SpeexWb.pcm,1500559685869.0,把讯飞配音的音量调大一点
msc_log_2017-07-20Thu22-08-10.320000.pcm.SpeexWb.pcm,1500559690320.0,关闭讯飞配音
msc_log_2017-07-20Thu22-08-13.725000.pcm.SpeexWb.pcm,1500559693725.0,我要下载企鹅FM
msc_log_2017-07-20Thu22-08-17.705000.pcm.SpeexWb.pcm,1500559697705.0,打开企鹅FM
msc_log_2017-07-20Thu22-08-30.959000.pcm.SpeexWb.pcm,1500559710959.0,调节企鹅FM皮肤的亮度
msc_log_2017-07-20Thu22-08-35.265000.pcm.SpeexWb.pcm,1500559715265.0,把企鹅FM的亮度调成糊眼模式
msc_log_2017-07-20Thu22-08-49.873000.pcm.SpeexWb.pcm,1500559729873.0,关闭企鹅FM
msc_log_2017-07-20Thu22-08-53.255000.pcm.SpeexWb.pcm,1500559733255.0,帮我打开凤凰FM
msc_log_2017-07-20Thu22-08-57.239000.pcm.SpeexWb.pcm,1500559737239.0,现在凤凰FM
msc_log_2017-07-20Thu22-09-00.871000.pcm.SpeexWb.pcm,1500559740871.0,重新下载最新版本的凤凰FM
msc_log_2017-07-20Thu22-09-05.384000.pcm.SpeexWb.pcm,1500559745384.0,找到凤凰FM的登录界面
msc_log_2017-07-20Thu22-09-09.587000.pcm.SpeexWb.pcm,1500559749587.0,登录凤凰FM
msc_log_2017-07-20Thu22-09-13.213000.pcm.SpeexWb.pcm,1500559753213.0,帮我下载搜狐视频
msc_log_2017-07-20Thu22-09-16.954000.pcm.SpeexWb.pcm,1500559756954.0,登录搜狐视频
msc_log_2017-07-20Thu22-09-20.531000.pcm.SpeexWb.pcm,1500559760531.0,搜狐视频更新
msc_log_2017-07-20Thu22-09-24.352000.pcm.SpeexWb.pcm,1500559764352.0,重新登录搜狐视频
msc_log_2017-07-20Thu22-09-28.219000.pcm.SpeexWb.pcm,1500559768219.0,退出当前搜狐视频会员账号
msc_log_2017-07-20Thu22-09-32.639000.pcm.SpeexWb.pcm,1500559772639.0,我想下载影视大全
msc_log_2017-07-20Thu22-09-36.140000.pcm.SpeexWb.pcm,1500559776140.0,帮我打开影视大全
msc_log_2017-07-20Thu22-09-39.686000.pcm.SpeexWb.pcm,1500559779686.0,调高影视大全的音量
msc_log_2017-07-20Thu22-09-43.320000.pcm.SpeexWb.pcm,1500559783320.0,关闭影视大全
msc_log_2017-07-20Thu22-09-46.673000.pcm.SpeexWb.pcm,1500559786673.0,换个搜狐视频
msc_log_2017-07-20Thu22-09-50.018000.pcm.SpeexWb.pcm,1500559790018.0,中心大街的乐视视频版本
msc_log_2017-07-20Thu22-09-54.226000.pcm.SpeexWb.pcm,1500559794226.0,找到了是视频的登录页面
msc_log_2017-07-20Thu22-10-08.389000.pcm.SpeexWb.pcm,1500559808389.0,登录乐视视频
msc_log_2017-07-20Thu22-10-11.870000.pcm.SpeexWb.pcm,1500559811870.0,退出当前登录账号
msc_log_2017-07-20Thu22-10-25.213000.pcm.SpeexWb.pcm,1500559825213.0,关闭乐视视频
msc_log_2017-07-20Thu22-10-28.605000.pcm.SpeexWb.pcm,1500559828605.0,帮我下载头条视频
msc_log_2017-07-20Thu22-10-32.219000.pcm.SpeexWb.pcm,1500559832219.0,更新头条视频
msc_log_2017-07-20Thu22-10-35.845000.pcm.SpeexWb.pcm,1500559835845.0,登陆头条视频
msc_log_2017-07-20Thu22-10-39.318000.pcm.SpeexWb.pcm,1500559839318.0,退出当前头条账号
msc_log_2017-07-20Thu22-10-43.035000.pcm.SpeexWb.pcm,1500559843035.0,关闭头条视频
msc_log_2017-07-20Thu22-10-46.447000.pcm.SpeexWb.pcm,1500559846447.0,打开爱音乐
msc_log_2017-07-20Thu22-10-49.696000.pcm.SpeexWb.pcm,1500559849696.0,卸载爱音乐
msc_log_2017-07-20Thu22-10-52.860000.pcm.SpeexWb.pcm,1500559852860.0,重新下载新版本的爱音乐
msc_log_2017-07-20Thu22-10-57.133000.pcm.SpeexWb.pcm,1500559857133.0,找找爱音乐的音量
msc_log_2017-07-20Thu22-11-00.604000.pcm.SpeexWb.pcm,1500559860604.0,关闭爱音乐
msc_log_2017-07-20Thu22-11-03.525000.pcm.SpeexWb.pcm,1500559863525.0,搜索音乐台
msc_log_2017-07-20Thu22-11-07.082000.pcm.SpeexWb.pcm,1500559867082.0,安装最新版本的音乐台
msc_log_2017-07-20Thu22-11-10.672000.pcm.SpeexWb.pcm,1500559870672.0,音乐台打开
msc_log_2017-07-20Thu22-11-13.848000.pcm.SpeexWb.pcm,1500559873848.0,把音乐台的音量调到最高
msc_log_2017-07-20Thu22-11-17.885000.pcm.SpeexWb.pcm,1500559877885.0,退出音乐台
msc_log_2017-07-20Thu22-11-21.157000.pcm.SpeexWb.pcm,1500559881157.0,FM103.75
msc_log_2017-07-20Thu22-11-25.091000.pcm.SpeexWb.pcm,1500559885091.0,声音大一点
msc_log_2017-07-20Thu22-11-28.120000.pcm.SpeexWb.pcm,1500559888120.0,不听啦关闭广播
msc_log_2017-07-20Thu22-11-31.395000.pcm.SpeexWb.pcm,1500559891395.0,我要听广播
msc_log_2017-07-20Thu22-11-34.413000.pcm.SpeexWb.pcm,1500559894413.0,就听合肥交通广播吧
msc_log_2017-07-20Thu22-11-38.223000.pcm.SpeexWb.pcm,1500559898223.0,暂停
msc_log_2017-07-20Thu22-11-50.624000.pcm.SpeexWb.pcm,1500559910624.0,打开电台
msc_log_2017-07-20Thu22-11-53.605000.pcm.SpeexWb.pcm,1500559913605.0,不要这个电台换一个
msc_log_2017-07-20Thu22-11-57.158000.pcm.SpeexWb.pcm,1500559917158.0,声音加到最大
msc_log_2017-07-20Thu22-12-00.216000.pcm.SpeexWb.pcm,1500559920216.0,搜索电台
msc_log_2017-07-20Thu22-12-03.509000.pcm.SpeexWb.pcm,1500559923509.0,选择新闻电台
msc_log_2017-07-20Thu22-12-06.808000.pcm.SpeexWb.pcm,1500559926808.0,开始播放
msc_log_2017-07-20Thu22-12-09.765000.pcm.SpeexWb.pcm,1500559929765.0,电台八九.9
msc_log_2017-07-20Thu22-12-13.101000.pcm.SpeexWb.pcm,1500559933101.0,不听这个换一个
msc_log_2017-07-20Thu22-12-16.606000.pcm.SpeexWb.pcm,1500559936606.0,好的播放
msc_log_2017-07-20Thu22-12-19.594000.pcm.SpeexWb.pcm,1500559939594.0,我要到滁州电台
msc_log_2017-07-20Thu22-12-23.258000.pcm.SpeexWb.pcm,1500559943258.0,不是说错了是安徽电台
msc_log_2017-07-20Thu22-12-27.266000.pcm.SpeexWb.pcm,1500559947266.0,就安徽经济广播吧
msc_log_2017-07-20Thu22-12-30.589000.pcm.SpeexWb.pcm,1500559950589.0,播放
msc_log_2017-07-20Thu22-12-33.361000.pcm.SpeexWb.pcm,1500559953361.0,我想听新闻广播
msc_log_2017-07-20Thu22-12-36.737000.pcm.SpeexWb.pcm,1500559956737.0,选择济南的新闻广播
msc_log_2017-07-20Thu22-12-40.316000.pcm.SpeexWb.pcm,1500559960316.0,播放
msc_log_2017-07-20Thu22-12-52.839000.pcm.SpeexWb.pcm,1500559972839.0,收藏get a
msc_log_2017-07-20Thu22-12-55.849000.pcm.SpeexWb.pcm,1500559975849.0,播放FM89.9
msc_log_2017-07-20Thu22-12-59.707000.pcm.SpeexWb.pcm,1500559979707.0,换下一台
msc_log_2017-07-20Thu22-13-02.772000.pcm.SpeexWb.pcm,1500559982772.0,音量设置为中等音量
msc_log_2017-07-20Thu22-13-06.664000.pcm.SpeexWb.pcm,1500559986664.0,打开交通广播
msc_log_2017-07-20Thu22-13-09.946000.pcm.SpeexWb.pcm,1500559989946.0,现在播放的是谁主持的节目
msc_log_2017-07-20Thu22-13-14.250000.pcm.SpeexWb.pcm,1500559994250.0,将此频道到我的收藏夹
msc_log_2017-07-20Thu22-13-28.385000.pcm.SpeexWb.pcm,1500560008385.0,关闭收音机
msc_log_2017-07-20Thu22-13-31.515000.pcm.SpeexWb.pcm,1500560011515.0,播放FM101.7
msc_log_2017-07-20Thu22-13-45.595000.pcm.SpeexWb.pcm,1500560025595.0,返回上一台
msc_log_2017-07-20Thu22-13-48.719000.pcm.SpeexWb.pcm,1500560028719.0,正在播放的是什么音乐
msc_log_2017-07-20Thu22-13-52.790000.pcm.SpeexWb.pcm,1500560032790.0,收藏
msc_log_2017-07-20Thu22-14-05.439000.pcm.SpeexWb.pcm,1500560045439.0,我要听河南省交通广播
msc_log_2017-07-20Thu22-14-09.487000.pcm.SpeexWb.pcm,1500560049487.0,不是河南交通广播是河南音乐广播
msc_log_2017-07-20Thu22-14-23.971000.pcm.SpeexWb.pcm,1500560063971.0,广播里的歌是谁唱的
msc_log_2017-07-20Thu22-14-27.604000.pcm.SpeexWb.pcm,1500560067604.0,保存这个频道
msc_log_2017-07-20Thu22-14-30.843000.pcm.SpeexWb.pcm,1500560070843.0,我想听广播剧9.6
msc_log_2017-07-20Thu22-14-34.900000.pcm.SpeexWb.pcm,1500560074900.0,九九.6换成九九.8
msc_log_2017-07-20Thu22-14-38.849000.pcm.SpeexWb.pcm,1500560078849.0,音量开到最大
msc_log_2017-07-20Thu22-14-42.043000.pcm.SpeexWb.pcm,1500560082043.0,搜索广播
msc_log_2017-07-20Thu22-14-44.985000.pcm.SpeexWb.pcm,1500560084985.0,取消搜索
msc_log_2017-07-20Thu22-14-47.953000.pcm.SpeexWb.pcm,1500560087953.0,重新搜索包头电台
msc_log_2017-07-20Thu22-14-52.000000.pcm.SpeexWb.pcm,1500560092000.0,开始播放吧
msc_log_2017-07-20Thu22-14-55.157000.pcm.SpeexWb.pcm,1500560095157.0,收听六安广播
msc_log_2017-07-20Thu22-14-58.635000.pcm.SpeexWb.pcm,1500560098635.0,换个节目
msc_log_2017-07-20Thu22-15-01.491000.pcm.SpeexWb.pcm,1500560101491.0,暂停播放
msc_log_2017-07-20Thu22-15-04.520000.pcm.SpeexWb.pcm,1500560104520.0,关闭收音机
msc_log_2017-07-20Thu22-15-07.593000.pcm.SpeexWb.pcm,1500560107593.0,我想听娱乐广播
msc_log_2017-07-20Thu22-15-11.246000.pcm.SpeexWb.pcm,1500560111246.0,选择收听率最高的节目
msc_log_2017-07-20Thu22-15-15.492000.pcm.SpeexWb.pcm,1500560115492.0,开始播放
msc_log_2017-07-20Thu22-15-18.539000.pcm.SpeexWb.pcm,1500560118539.0,请播放FM101.7
msc_log_2017-07-20Thu22-15-22.848000.pcm.SpeexWb.pcm,1500560122848.0,这是什么电台
msc_log_2017-07-20Thu22-15-26.323000.pcm.SpeexWb.pcm,1500560126323.0,谁主持的FM101
msc_log_2017-07-20Thu22-15-30.330000.pcm.SpeexWb.pcm,1500560130330.0,保存该电台
msc_log_2017-07-20Thu22-15-33.664000.pcm.SpeexWb.pcm,1500560133664.0,请为我播放新闻
msc_log_2017-07-20Thu22-15-38.328000.pcm.SpeexWb.pcm,1500560138328.0,换一个安徽省合肥市的新闻
msc_log_2017-07-20Thu22-15-43.501000.pcm.SpeexWb.pcm,1500560143501.0,声音小一点
msc_log_2017-07-20Thu22-15-46.591000.pcm.SpeexWb.pcm,1500560146591.0,开始收听
msc_log_2017-07-20Thu22-15-49.623000.pcm.SpeexWb.pcm,1500560149623.0,亚冠新闻
msc_log_2017-07-20Thu22-15-53.916000.pcm.SpeexWb.pcm,1500560153916.0,收听最新亚冠消息
msc_log_2017-07-20Thu22-15-57.702000.pcm.SpeexWb.pcm,1500560157702.0,屏幕调亮一点
msc_log_2017-07-20Thu22-16-01.021000.pcm.SpeexWb.pcm,1500560161021.0,暂停一下
msc_log_2017-07-20Thu22-16-03.935000.pcm.SpeexWb.pcm,1500560163935.0,最新新闻
msc_log_2017-07-20Thu22-16-07.946000.pcm.SpeexWb.pcm,1500560167946.0,选择娱乐类的最新新闻
msc_log_2017-07-20Thu22-16-12.079000.pcm.SpeexWb.pcm,1500560172079.0,这条新闻重播一遍
msc_log_2017-07-20Thu22-16-15.731000.pcm.SpeexWb.pcm,1500560175731.0,是谁发布的这条新闻
msc_log_2017-07-20Thu22-16-19.447000.pcm.SpeexWb.pcm,1500560179447.0,帮我换一个明星娱乐圈里面的热门新闻
msc_log_2017-07-20Thu22-16-24.491000.pcm.SpeexWb.pcm,1500560184491.0,最近两天发生的哦
msc_log_2017-07-20Thu22-16-28.131000.pcm.SpeexWb.pcm,1500560188131.0,暂停播放
msc_log_2017-07-20Thu22-16-31.071000.pcm.SpeexWb.pcm,1500560191071.0,播放关于秦昊的新闻
msc_log_2017-07-20Thu22-16-35.994000.pcm.SpeexWb.pcm,1500560195994.0,足球新闻
msc_log_2017-07-20Thu22-16-39.038000.pcm.SpeexWb.pcm,1500560199038.0,偶不是是科技新闻
msc_log_2017-07-20Thu22-16-43.080000.pcm.SpeexWb.pcm,1500560203080.0,音量调到二十
msc_log_2017-07-20Thu22-16-56.097000.pcm.SpeexWb.pcm,1500560216097.0,播放
msc_log_2017-07-20Thu22-17-08.522000.pcm.SpeexWb.pcm,1500560228522.0,打开视频
msc_log_2017-07-20Thu22-17-11.602000.pcm.SpeexWb.pcm,1500560231602.0,播放多啦
msc_log_2017-07-20Thu22-17-14.579000.pcm.SpeexWb.pcm,1500560234579.0,快进到十分钟处播放
msc_log_2017-07-20Thu22-17-18.863000.pcm.SpeexWb.pcm,1500560238863.0,现在听一下
msc_log_2017-07-20Thu22-17-21.968000.pcm.SpeexWb.pcm,1500560241968.0,播放视频宠爱
msc_log_2017-07-20Thu22-17-25.114000.pcm.SpeexWb.pcm,1500560245114.0,选择高清画面
msc_log_2017-07-20Thu22-17-28.373000.pcm.SpeexWb.pcm,1500560248373.0,声音调到十五
msc_log_2017-07-20Thu22-17-31.373000.pcm.SpeexWb.pcm,1500560251373.0,开始播放
msc_log_2017-07-20Thu22-17-34.111000.pcm.SpeexWb.pcm,1500560254111.0,搜索视频
msc_log_2017-07-20Thu22-17-37.165000.pcm.SpeexWb.pcm,1500560257165.0,视频快进
msc_log_2017-07-20Thu22-17-40.028000.pcm.SpeexWb.pcm,1500560260028.0,暂停一下
msc_log_2017-07-20Thu22-17-43.090000.pcm.SpeexWb.pcm,1500560263090.0,字幕选择双语播放
msc_log_2017-07-20Thu22-17-46.713000.pcm.SpeexWb.pcm,1500560266713.0,音量增加
msc_log_2017-07-20Thu22-17-49.712000.pcm.SpeexWb.pcm,1500560269712.0,把当前页面关了我要听歌
msc_log_2017-07-20Thu22-17-53.777000.pcm.SpeexWb.pcm,1500560273777.0,再见
msc_log_2017-07-20Thu22-18-06.215000.pcm.SpeexWb.pcm,1500560286215.0,等一下先不退出
msc_log_2017-07-20Thu22-18-09.958000.pcm.SpeexWb.pcm,1500560289958.0,退出吧
msc_log_2017-07-20Thu22-18-12.784000.pcm.SpeexWb.pcm,1500560292784.0,返回主页
msc_log_2017-07-20Thu22-18-15.606000.pcm.SpeexWb.pcm,1500560295606.0,打开视频
msc_log_2017-07-20Thu22-18-18.531000.pcm.SpeexWb.pcm,1500560298531.0,视频清晰度调为标清
msc_log_2017-07-20Thu22-18-32.397000.pcm.SpeexWb.pcm,1500560312397.0,可以播放了
msc_log_2017-07-20Thu22-18-35.427000.pcm.SpeexWb.pcm,1500560315427.0,我要加大10%的音量
msc_log_2017-07-20Thu22-18-39.428000.pcm.SpeexWb.pcm,1500560319428.0,百分之时声音太大了还是加大到5%吧
msc_log_2017-07-20Thu22-18-44.572000.pcm.SpeexWb.pcm,1500560324572.0,可以啦继续播放吧
msc_log_2017-07-20Thu22-18-47.871000.pcm.SpeexWb.pcm,1500560327871.0,亮度自动
msc_log_2017-07-20Thu22-18-51.072000.pcm.SpeexWb.pcm,1500560331072.0,有点暗了亮度在家练
msc_log_2017-07-20Thu22-19-04.836000.pcm.SpeexWb.pcm,1500560344836.0,再加4%
msc_log_2017-07-20Thu22-19-07.914000.pcm.SpeexWb.pcm,1500560347914.0,我想返回界面
msc_log_2017-07-20Thu22-19-11.187000.pcm.SpeexWb.pcm,1500560351187.0,界面亮度调高
msc_log_2017-07-20Thu22-19-14.536000.pcm.SpeexWb.pcm,1500560354536.0,还是来首歌吧
msc_log_2017-07-20Thu22-19-17.905000.pcm.SpeexWb.pcm,1500560357905.0,周杰伦的开始播放
msc_log_2017-07-20Thu22-19-22.582000.pcm.SpeexWb.pcm,1500560362582.0,退出退出
msc_log_2017-07-20Thu22-19-25.313000.pcm.SpeexWb.pcm,1500560365313.0,关闭设备
msc_log_2017-07-20Thu22-19-28.123000.pcm.SpeexWb.pcm,1500560368123.0,帮我关闭空调
msc_log_2017-07-20Thu22-19-31.275000.pcm.SpeexWb.pcm,1500560371275.0,关闭后打开天窗
msc_log_2017-07-20Thu22-19-34.579000.pcm.SpeexWb.pcm,1500560374579.0,好的退出
msc_log_2017-07-20Thu22-19-37.633000.pcm.SpeexWb.pcm,1500560377633.0,调高点温度
msc_log_2017-07-20Thu22-19-40.734000.pcm.SpeexWb.pcm,1500560380734.0,有点高了将近两路
msc_log_2017-07-20Thu22-19-44.112000.pcm.SpeexWb.pcm,1500560384112.0,把空调的风向设置为左右方向扫风
msc_log_2017-07-20Thu22-19-58.249000.pcm.SpeexWb.pcm,1500560398249.0,开启空调
msc_log_2017-07-20Thu22-20-01.180000.pcm.SpeexWb.pcm,1500560401180.0,风速设置为三档
msc_log_2017-07-20Thu22-20-04.329000.pcm.SpeexWb.pcm,1500560404329.0,主驾驶座椅加热到朗朗
msc_log_2017-07-20Thu22-20-07.999000.pcm.SpeexWb.pcm,1500560407999.0,确定设置
msc_log_2017-07-20Thu22-20-10.831000.pcm.SpeexWb.pcm,1500560410831.0,打开车窗
msc_log_2017-07-20Thu22-20-13.728000.pcm.SpeexWb.pcm,1500560413728.0,我不是关闭远光灯
msc_log_2017-07-20Thu22-20-17.258000.pcm.SpeexWb.pcm,1500560417258.0,我要定一个闹钟
msc_log_2017-07-20Thu22-20-20.354000.pcm.SpeexWb.pcm,1500560420354.0,那种体验时间是明天上午9点
msc_log_2017-07-20Thu22-20-24.383000.pcm.SpeexWb.pcm,1500560424383.0,内容是给妈妈打电话
msc_log_2017-07-20Thu22-20-27.789000.pcm.SpeexWb.pcm,1500560427789.0,确认
msc_log_2017-07-20Thu22-20-40.225000.pcm.SpeexWb.pcm,1500560440225.0,提醒
msc_log_2017-07-20Thu22-20-43.094000.pcm.SpeexWb.pcm,1500560443094.0,删除昨天设的提醒
msc_log_2017-07-20Thu22-20-46.571000.pcm.SpeexWb.pcm,1500560446571.0,重新设置今天晚上9点聚餐的提醒
msc_log_2017-07-20Thu22-20-51.781000.pcm.SpeexWb.pcm,1500560451781.0,确认
msc_log_2017-07-20Thu22-21-04.242000.pcm.SpeexWb.pcm,1500560464242.0,我要发微信
msc_log_2017-07-20Thu22-21-07.718000.pcm.SpeexWb.pcm,1500560467718.0,发送我的定位
msc_log_2017-07-20Thu22-21-21.095000.pcm.SpeexWb.pcm,1500560481095.0,撤回撤回
msc_log_2017-07-20Thu22-21-24.356000.pcm.SpeexWb.pcm,1500560484356.0,发送共享实时位置
msc_log_2017-07-20Thu22-21-28.412000.pcm.SpeexWb.pcm,1500560488412.0,微信
msc_log_2017-07-20Thu22-21-40.941000.pcm.SpeexWb.pcm,1500560500941.0,打开人数最多的那个微信群
msc_log_2017-07-20Thu22-21-45.086000.pcm.SpeexWb.pcm,1500560505086.0,发送文字信息你们在干嘛
msc_log_2017-07-20Thu22-21-58.689000.pcm.SpeexWb.pcm,1500560518689.0,确认
msc_log_2017-07-20Thu22-22-11.063000.pcm.SpeexWb.pcm,1500560531063.0,打开微信
msc_log_2017-07-20Thu22-22-14.119000.pcm.SpeexWb.pcm,1500560534119.0,查看未读消息
msc_log_2017-07-20Thu22-22-27.267000.pcm.SpeexWb.pcm,1500560547267.0,语音转化为文字
msc_log_2017-07-20Thu22-22-30.759000.pcm.SpeexWb.pcm,1500560550759.0,退出微信
msc_log_2017-07-20Thu22-22-33.820000.pcm.SpeexWb.pcm,1500560553820.0,你妈妈来看看我给妈妈发个微信
msc_log_2017-07-20Thu22-22-38.819000.pcm.SpeexWb.pcm,1500560558819.0,内容是妈妈母亲节快乐
msc_log_2017-07-20Thu22-22-42.773000.pcm.SpeexWb.pcm,1500560562773.0,把妈妈设置为星标朋友
msc_log_2017-07-20Thu22-22-56.589000.pcm.SpeexWb.pcm,1500560576589.0,退出
msc_log_2017-07-20Thu22-22-59.789000.pcm.SpeexWb.pcm,1500560579789.0,上海到北京航班
msc_log_2017-07-20Thu22-23-03.207000.pcm.SpeexWb.pcm,1500560583207.0,选择明天出发的国航
msc_log_2017-07-20Thu22-23-07.020000.pcm.SpeexWb.pcm,1500560587020.0,查看商务舱余票
msc_log_2017-07-20Thu22-23-10.671000.pcm.SpeexWb.pcm,1500560590671.0,那就订两张船票吧
msc_log_2017-07-20Thu22-23-14.000000.pcm.SpeexWb.pcm,1500560594000.0,确定
msc_log_2017-07-20Thu22-23-26.436000.pcm.SpeexWb.pcm,1500560606436.0,今天到香港的航班
msc_log_2017-07-20Thu22-23-29.788000.pcm.SpeexWb.pcm,1500560609788.0,从合肥出发的有没有
msc_log_2017-07-20Thu22-23-42.919000.pcm.SpeexWb.pcm,1500560622919.0,查看价格最低的
msc_log_2017-07-20Thu22-23-46.342000.pcm.SpeexWb.pcm,1500560626342.0,好的我知道了退出吧
msc_log_2017-07-20Thu22-23-49.798000.pcm.SpeexWb.pcm,1500560629798.0,到北京的航班
msc_log_2017-07-20Thu22-23-53.074000.pcm.SpeexWb.pcm,1500560633074.0,我想听到那时间在中午12点之前的
msc_log_2017-07-20Thu22-23-57.741000.pcm.SpeexWb.pcm,1500560637741.0,选择东方航空
msc_log_2017-07-20Thu22-24-00.795000.pcm.SpeexWb.pcm,1500560640795.0,确定
msc_log_2017-07-20Thu22-24-13.232000.pcm.SpeexWb.pcm,1500560653232.0,查股票601318
msc_log_2017-07-20Thu22-24-17.619000.pcm.SpeexWb.pcm,1500560657619.0,换成周凯线走势图
msc_log_2017-07-20Thu22-24-21.410000.pcm.SpeexWb.pcm,1500560661410.0,屏幕亮一点
msc_log_2017-07-20Thu22-24-24.318000.pcm.SpeexWb.pcm,1500560664318.0,退出
msc_log_2017-07-20Thu22-24-36.828000.pcm.SpeexWb.pcm,1500560676828.0,查一下宝光股份的股票
msc_log_2017-07-20Thu22-24-40.966000.pcm.SpeexWb.pcm,1500560680966.0,不是是曝光部分
msc_log_2017-07-20Thu22-24-54.504000.pcm.SpeexWb.pcm,1500560694504.0,声音调到最大
msc_log_2017-07-20Thu22-24-57.865000.pcm.SpeexWb.pcm,1500560697865.0,重新播放
msc_log_2017-07-20Thu22-25-00.981000.pcm.SpeexWb.pcm,1500560700981.0,查一下中国黄金的股票
msc_log_2017-07-20Thu22-25-05.095000.pcm.SpeexWb.pcm,1500560705095.0,价格是涨了还是跌了
msc_log_2017-07-20Thu22-25-09.193000.pcm.SpeexWb.pcm,1500560709193.0,查看上个月的走势图
msc_log_2017-07-20Thu22-25-13.042000.pcm.SpeexWb.pcm,1500560713042.0,查一下股票
msc_log_2017-07-20Thu22-25-15.979000.pcm.SpeexWb.pcm,1500560715979.0,就查科大讯飞的吧
msc_log_2017-07-20Thu22-25-19.635000.pcm.SpeexWb.pcm,1500560719635.0,屏幕暗一点
msc_log_2017-07-20Thu22-25-22.987000.pcm.SpeexWb.pcm,1500560722987.0,股票000720
msc_log_2017-07-20Thu22-25-27.179000.pcm.SpeexWb.pcm,1500560727179.0,看一下股票的分时图
msc_log_2017-07-20Thu22-25-30.841000.pcm.SpeexWb.pcm,1500560730841.0,播放声音大一点
msc_log_2017-07-20Thu22-25-34.346000.pcm.SpeexWb.pcm,1500560734346.0,好的退出
msc_log_2017-07-20Thu22-25-37.342000.pcm.SpeexWb.pcm,1500560737342.0,查询中国移动的股票
msc_log_2017-07-20Thu22-25-41.111000.pcm.SpeexWb.pcm,1500560741111.0,看一下昨天的交易情况吧
