用户说法,user_data
暂停播放,"{""HotWords"":[""返回"",""主界面"",""通知栏"",""我的电台"",""我的收藏"",""最近播放"",""听歌识曲"",""收藏"",""上一台"",""播放"",""下一台"",""播放列表""],""UserData"":{""mapU::poiSearch"":{""data"":{""dataInfo"":{""end_poi"":{""lat"":""31.884653"",""poi"":""上一品龙虾馆"",""area"":""合肥市庐阳区"",""tel"":"""",""lng"":""117.272431""},""start_poi"":{}}},""activeStatus"":""bg"",""sceneStatus"":""oneTarget""},""radio::default"":{""data"":{},""activeStatus"":""bg"",""sceneStatus"":""paused""},""musicX::default"":{""data"":{},""activeStatus"":""bg"",""sceneStatus"":""paused""},""serialNo"":""M1AT020102000007_2017053117525749"",""cmd::default"":{""data"":{""hotInfo"":{""viewCmd"":""返回|主界面|通知栏|我的电台|我的收藏|最近播放|听歌识曲|收藏|上一台|播放|下一台|播放列表""}},""activeStatus"":""fg"",""sceneStatus"":""default""},""weather::default"":{""sceneStatus"":""default"",""activeStatus"":""bg""},""train::default"":{""sceneStatus"":""default"",""activeStatus"":""bg""},""news::default"":{""sceneStatus"":""paused"",""activeStatus"":""bg""}}}"
关闭收音机,"{""HotWords"":[""返回"",""主界面"",""通知栏"",""我的电台"",""我的收藏"",""最近播放"",""听歌识曲"",""收藏"",""上一台"",""播放"",""下一台"",""播放列表""],""UserData"":{""mapU::poiSearch"":{""data"":{""dataInfo"":{""end_poi"":{""lat"":""31.884653"",""poi"":""上一品龙虾馆"",""area"":""合肥市庐阳区"",""tel"":"""",""lng"":""117.272431""},""start_poi"":{}}},""activeStatus"":""bg"",""sceneStatus"":""oneTarget""},""radio::default"":{""data"":{},""activeStatus"":""bg"",""sceneStatus"":""paused""},""musicX::default"":{""data"":{},""activeStatus"":""bg"",""sceneStatus"":""paused""},""serialNo"":""M1AT020102000007_20170531175300246"",""cmd::default"":{""data"":{""hotInfo"":{""viewCmd"":""返回|主界面|通知栏|我的电台|我的收藏|最近播放|听歌识曲|收藏|上一台|播放|下一台|播放列表""}},""activeStatus"":""fg"",""sceneStatus"":""default""},""weather::default"":{""sceneStatus"":""default"",""activeStatus"":""bg""},""train::default"":{""sceneStatus"":""default"",""activeStatus"":""bg""},""news::default"":{""sceneStatus"":""paused"",""activeStatus"":""bg""}}}"
我想听娱乐广播,"{""HotWords"":[""返回"",""主界面"",""通知栏"",""电话"",""电台"",""导航"",""音乐"",""设置"",""应用列表""],""UserData"":{""mapU::poiSearch"":{""data"":{""dataInfo"":{""end_poi"":{""lat"":""31.884653"",""poi"":""上一品龙虾馆"",""area"":""合肥市庐阳区"",""tel"":"""",""lng"":""117.272431""},""start_poi"":{}}},""activeStatus"":""bg"",""sceneStatus"":""oneTarget""},""radio::default"":{""data"":{},""activeStatus"":""bg"",""sceneStatus"":""paused""},""musicX::default"":{""data"":{},""activeStatus"":""bg"",""sceneStatus"":""paused""},""serialNo"":""M1AT020102000007_20170531175303599"",""cmd::default"":{""data"":{""hotInfo"":{""viewCmd"":""返回|主界面|通知栏|电话|电台|导航|音乐|设置|应用列表""}},""activeStatus"":""fg"",""sceneStatus"":""default""},""weather::default"":{""sceneStatus"":""default"",""activeStatus"":""bg""},""train::default"":{""sceneStatus"":""default"",""activeStatus"":""bg""},""news::default"":{""sceneStatus"":""paused"",""activeStatus"":""bg""}}}"
选择收听率最高的节目,"{""HotWords"":[""返回"",""主界面"",""通知栏"",""我的电台"",""我的收藏"",""最近播放"",""娱乐广播"",""国家台"",""听歌识曲"",""收藏"",""上一台"",""暂停"",""下一台"",""播放列表""],""UserData"":{""mapU::poiSearch"":{""data"":{""dataInfo"":{""end_poi"":{""lat"":""31.884653"",""poi"":""上一品龙虾馆"",""area"":""合肥市庐阳区"",""tel"":"""",""lng"":""117.272431""},""start_poi"":{}}},""activeStatus"":""bg"",""sceneStatus"":""oneTarget""},""radio::default"":{""data"":{},""activeStatus"":""bg"",""sceneStatus"":""paused""},""musicX::default"":{""data"":{},""activeStatus"":""bg"",""sceneStatus"":""paused""},""serialNo"":""M1AT020102000007_20170531175306933"",""cmd::default"":{""data"":{""hotInfo"":{""viewCmd"":""返回|主界面|通知栏|我的电台|我的收藏|最近播放|娱乐广播|国家台|听歌识曲|收藏|上一台|暂停|下一台|播放列表""}},""activeStatus"":""fg"",""sceneStatus"":""default""},""weather::default"":{""sceneStatus"":""default"",""activeStatus"":""bg""},""train::default"":{""sceneStatus"":""default"",""activeStatus"":""bg""},""news::default"":{""sceneStatus"":""paused"",""activeStatus"":""bg""}}}"
开始播放,"{""HotWords"":[""返回"",""主界面"",""通知栏"",""我的电台"",""我的收藏"",""最近播放"",""娱乐广播"",""国家台"",""节目网络书吧"",""听歌识曲"",""收藏"",""上一台"",""暂停"",""下一台"",""播放列表""],""UserData"":{""mapU::poiSearch"":{""data"":{""dataInfo"":{""end_poi"":{""lat"":""31.884653"",""poi"":""上一品龙虾馆"",""area"":""合肥市庐阳区"",""tel"":"""",""lng"":""117.272431""},""start_poi"":{}}},""activeStatus"":""bg"",""sceneStatus"":""oneTarget""},""radio::default"":{""data"":{},""activeStatus"":""bg"",""sceneStatus"":""paused""},""musicX::default"":{""data"":{},""activeStatus"":""bg"",""sceneStatus"":""paused""},""serialNo"":""M1AT020102000007_20170531175310151"",""cmd::default"":{""data"":{""hotInfo"":{""viewCmd"":""返回|主界面|通知栏|我的电台|我的收藏|最近播放|娱乐广播|国家台|节目网络书吧|听歌识曲|收藏|上一台|暂停|下一台|播放列表""}},""activeStatus"":""fg"",""sceneStatus"":""default""},""weather::default"":{""sceneStatus"":""default"",""activeStatus"":""bg""},""train::default"":{""sceneStatus"":""default"",""activeStatus"":""bg""},""news::default"":{""sceneStatus"":""paused"",""activeStatus"":""bg""}}}"
请播放FM101.7,"{""HotWords"":[""返回"",""主界面"",""通知栏"",""我的电台"",""我的收藏"",""最近播放"",""娱乐广播"",""国家台"",""节目网络书吧"",""听歌识曲"",""收藏"",""上一台"",""暂停"",""下一台"",""播放列表""],""UserData"":{""mapU::poiSearch"":{""data"":{""dataInfo"":{""end_poi"":{""lat"":""31.884653"",""poi"":""上一品龙虾馆"",""area"":""合肥市庐阳区"",""tel"":"""",""lng"":""117.272431""},""start_poi"":{}}},""activeStatus"":""bg"",""sceneStatus"":""oneTarget""},""radio::default"":{""data"":{},""activeStatus"":""bg"",""sceneStatus"":""paused""},""musicX::default"":{""data"":{},""activeStatus"":""bg"",""sceneStatus"":""paused""},""serialNo"":""M1AT020102000007_20170531175313488"",""cmd::default"":{""data"":{""hotInfo"":{""viewCmd"":""返回|主界面|通知栏|我的电台|我的收藏|最近播放|娱乐广播|国家台|节目网络书吧|听歌识曲|收藏|上一台|暂停|下一台|播放列表""}},""activeStatus"":""fg"",""sceneStatus"":""default""},""weather::default"":{""sceneStatus"":""default"",""activeStatus"":""bg""},""train::default"":{""sceneStatus"":""default"",""activeStatus"":""bg""},""news::default"":{""sceneStatus"":""paused"",""activeStatus"":""bg""}}}"
这是什么电台,"{""HotWords"":[""返回"",""主界面"",""通知栏"",""我的电台"",""我的收藏"",""最近播放"",""听歌识曲"",""收藏"",""上一台"",""暂停"",""下一台"",""播放列表""],""UserData"":{""mapU::poiSearch"":{""data"":{""dataInfo"":{""end_poi"":{""lat"":""31.884653"",""poi"":""上一品龙虾馆"",""area"":""合肥市庐阳区"",""tel"":"""",""lng"":""117.272431""},""start_poi"":{}}},""activeStatus"":""bg"",""sceneStatus"":""oneTarget""},""radio::default"":{""data"":{""radio_info"":{""code"":1017}},""activeStatus"":""bg"",""sceneStatus"":""playing""},""musicX::default"":{""data"":{},""activeStatus"":""bg"",""sceneStatus"":""paused""},""serialNo"":""M1AT020102000007_20170531175316816"",""cmd::default"":{""data"":{""hotInfo"":{""viewCmd"":""返回|主界面|通知栏|我的电台|我的收藏|最近播放|听歌识曲|收藏|上一台|暂停|下一台|播放列表""}},""activeStatus"":""fg"",""sceneStatus"":""default""},""weather::default"":{""sceneStatus"":""default"",""activeStatus"":""bg""},""train::default"":{""sceneStatus"":""default"",""activeStatus"":""bg""},""news::default"":{""sceneStatus"":""paused"",""activeStatus"":""bg""}}}"
谁主持的FM101,"{""HotWords"":[""返回"",""主界面"",""通知栏"",""我的电台"",""我的收藏"",""最近播放"",""听歌识曲"",""收藏"",""上一台"",""暂停"",""下一台"",""播放列表""],""UserData"":{""mapU::poiSearch"":{""data"":{""dataInfo"":{""end_poi"":{""lat"":""31.884653"",""poi"":""上一品龙虾馆"",""area"":""合肥市庐阳区"",""tel"":"""",""lng"":""117.272431""},""start_poi"":{}}},""activeStatus"":""bg"",""sceneStatus"":""oneTarget""},""radio::default"":{""data"":{""radio_info"":{""code"":1017}},""activeStatus"":""bg"",""sceneStatus"":""playing""},""musicX::default"":{""data"":{},""activeStatus"":""bg"",""sceneStatus"":""paused""},""serialNo"":""M1AT020102000007_2017053117532035"",""cmd::default"":{""data"":{""hotInfo"":{""viewCmd"":""返回|主界面|通知栏|我的电台|我的收藏|最近播放|听歌识曲|收藏|上一台|暂停|下一台|播放列表""}},""activeStatus"":""fg"",""sceneStatus"":""default""},""weather::default"":{""sceneStatus"":""default"",""activeStatus"":""bg""},""train::default"":{""sceneStatus"":""default"",""activeStatus"":""bg""},""news::default"":{""sceneStatus"":""paused"",""activeStatus"":""bg""}}}"
保存该电台,"{""HotWords"":[""返回"",""主界面"",""通知栏"",""我的电台"",""我的收藏"",""最近播放"",""听歌识曲"",""收藏"",""上一台"",""暂停"",""下一台"",""播放列表""],""UserData"":{""mapU::poiSearch"":{""data"":{""dataInfo"":{""end_poi"":{""lat"":""31.884653"",""poi"":""上一品龙虾馆"",""area"":""合肥市庐阳区"",""tel"":"""",""lng"":""117.272431""},""start_poi"":{}}},""activeStatus"":""bg"",""sceneStatus"":""oneTarget""},""radio::default"":{""data"":{""radio_info"":{""code"":1010}},""activeStatus"":""bg"",""sceneStatus"":""playing""},""musicX::default"":{""data"":{},""activeStatus"":""bg"",""sceneStatus"":""paused""},""serialNo"":""M1AT020102000007_20170531175323363"",""cmd::default"":{""data"":{""hotInfo"":{""viewCmd"":""返回|主界面|通知栏|我的电台|我的收藏|最近播放|听歌识曲|收藏|上一台|暂停|下一台|播放列表""}},""activeStatus"":""fg"",""sceneStatus"":""default""},""weather::default"":{""sceneStatus"":""default"",""activeStatus"":""bg""},""train::default"":{""sceneStatus"":""default"",""activeStatus"":""bg""},""news::default"":{""sceneStatus"":""paused"",""activeStatus"":""bg""}}}"
请为我播放新闻,"{""HotWords"":[""返回"",""主界面"",""通知栏"",""我的电台"",""我的收藏"",""最近播放"",""听歌识曲"",""收藏"",""上一台"",""暂停"",""下一台"",""播放列表""],""UserData"":{""mapU::poiSearch"":{""data"":{""dataInfo"":{""end_poi"":{""lat"":""31.884653"",""poi"":""上一品龙虾馆"",""area"":""合肥市庐阳区"",""tel"":"""",""lng"":""117.272431""},""start_poi"":{}}},""activeStatus"":""bg"",""sceneStatus"":""oneTarget""},""radio::default"":{""data"":{""radio_info"":{""code"":1010}},""activeStatus"":""bg"",""sceneStatus"":""playing""},""musicX::default"":{""data"":{},""activeStatus"":""bg"",""sceneStatus"":""paused""},""serialNo"":""M1AT020102000007_20170531175326566"",""cmd::default"":{""data"":{""hotInfo"":{""viewCmd"":""返回|主界面|通知栏|我的电台|我的收藏|最近播放|听歌识曲|收藏|上一台|暂停|下一台|播放列表""}},""activeStatus"":""fg"",""sceneStatus"":""default""},""weather::default"":{""sceneStatus"":""default"",""activeStatus"":""bg""},""train::default"":{""sceneStatus"":""default"",""activeStatus"":""bg""},""news::default"":{""sceneStatus"":""paused"",""activeStatus"":""bg""}}}"
换一个安徽省合肥市的新闻,"{""HotWords"":[""返回"",""主界面"",""通知栏"",""新闻分类"",""需求太强劲任天堂要和苹果争夺零部件供应"",""推荐"",""切换模式"",""上一条"",""暂停"",""下一条"",""播放列表""],""UserData"":{""mapU::poiSearch"":{""data"":{""dataInfo"":{""end_poi"":{""lat"":""31.884653"",""poi"":""上一品龙虾馆"",""area"":""合肥市庐阳区"",""tel"":"""",""lng"":""117.272431""},""start_poi"":{}}},""activeStatus"":""bg"",""sceneStatus"":""oneTarget""},""radio::default"":{""data"":{},""activeStatus"":""bg"",""sceneStatus"":""paused""},""musicX::default"":{""data"":{},""activeStatus"":""bg"",""sceneStatus"":""paused""},""serialNo"":""M1AT020102000007_2017053117533057"",""weather::default"":{""sceneStatus"":""default"",""activeStatus"":""bg""},""train::default"":{""sceneStatus"":""default"",""activeStatus"":""bg""},""news::default"":{""data"":{""hotInfo"":{""viewCmd"":""返回|主界面|通知栏|新闻分类|需求太强劲任天堂要和苹果争夺零部件供应|推荐|切换模式|上一条|暂停|下一条|播放列表""}},""activeStatus"":""fg"",""sceneStatus"":""playing""}}}"
声音小一点,"{""HotWords"":[""返回"",""主界面"",""通知栏"",""新闻分类"",""需求太强劲任天堂要和苹果争夺零部件供应"",""推荐"",""切换模式"",""上一条"",""暂停"",""下一条"",""播放列表""],""UserData"":{""mapU::poiSearch"":{""data"":{""dataInfo"":{""end_poi"":{""lat"":""31.884653"",""poi"":""上一品龙虾馆"",""area"":""合肥市庐阳区"",""tel"":"""",""lng"":""117.272431""},""start_poi"":{}}},""activeStatus"":""bg"",""sceneStatus"":""oneTarget""},""radio::default"":{""data"":{},""activeStatus"":""bg"",""sceneStatus"":""paused""},""musicX::default"":{""data"":{},""activeStatus"":""bg"",""sceneStatus"":""paused""},""serialNo"":""M1AT020102000007_20170531175333676"",""weather::default"":{""sceneStatus"":""default"",""activeStatus"":""bg""},""train::default"":{""sceneStatus"":""default"",""activeStatus"":""bg""},""news::default"":{""data"":{""hotInfo"":{""viewCmd"":""返回|主界面|通知栏|新闻分类|需求太强劲任天堂要和苹果争夺零部件供应|推荐|切换模式|上一条|暂停|下一条|播放列表""}},""activeStatus"":""fg"",""sceneStatus"":""playing""}}}"
开始收听,"{""HotWords"":[""返回"",""主界面"",""通知栏"",""新闻分类"",""需求太强劲任天堂要和苹果争夺零部件供应"",""推荐"",""切换模式"",""上一条"",""暂停"",""下一条"",""播放列表""],""UserData"":{""mapU::poiSearch"":{""data"":{""dataInfo"":{""end_poi"":{""lat"":""31.884653"",""poi"":""上一品龙虾馆"",""area"":""合肥市庐阳区"",""tel"":"""",""lng"":""117.272431""},""start_poi"":{}}},""activeStatus"":""bg"",""sceneStatus"":""oneTarget""},""radio::default"":{""data"":{},""activeStatus"":""bg"",""sceneStatus"":""paused""},""musicX::default"":{""data"":{},""activeStatus"":""bg"",""sceneStatus"":""paused""},""serialNo"":""M1AT020102000007_20170531175337101"",""weather::default"":{""sceneStatus"":""default"",""activeStatus"":""bg""},""train::default"":{""sceneStatus"":""default"",""activeStatus"":""bg""},""news::default"":{""data"":{""hotInfo"":{""viewCmd"":""返回|主界面|通知栏|新闻分类|需求太强劲任天堂要和苹果争夺零部件供应|推荐|切换模式|上一条|暂停|下一条|播放列表""}},""activeStatus"":""fg"",""sceneStatus"":""playing""}}}"
亚冠新闻,"{""HotWords"":[""返回"",""主界面"",""通知栏"",""新闻分类"",""需求太强劲任天堂要和苹果争夺零部件供应"",""推荐"",""切换模式"",""上一条"",""暂停"",""下一条"",""播放列表""],""UserData"":{""mapU::poiSearch"":{""data"":{""dataInfo"":{""end_poi"":{""lat"":""31.884653"",""poi"":""上一品龙虾馆"",""area"":""合肥市庐阳区"",""tel"":"""",""lng"":""117.272431""},""start_poi"":{}}},""activeStatus"":""bg"",""sceneStatus"":""oneTarget""},""radio::default"":{""data"":{},""activeStatus"":""bg"",""sceneStatus"":""paused""},""musicX::default"":{""data"":{},""activeStatus"":""bg"",""sceneStatus"":""paused""},""serialNo"":""M1AT020102000007_20170531175340316"",""weather::default"":{""sceneStatus"":""default"",""activeStatus"":""bg""},""train::default"":{""sceneStatus"":""default"",""activeStatus"":""bg""},""news::default"":{""data"":{""hotInfo"":{""viewCmd"":""返回|主界面|通知栏|新闻分类|需求太强劲任天堂要和苹果争夺零部件供应|推荐|切换模式|上一条|暂停|下一条|播放列表""}},""activeStatus"":""fg"",""sceneStatus"":""playing""}}}"
收听最新亚冠消息,"{""HotWords"":[""返回"",""主界面"",""通知栏"",""新闻分类"",""需求太强劲任天堂要和苹果争夺零部件供应"",""推荐"",""切换模式"",""上一条"",""暂停"",""下一条"",""播放列表""],""UserData"":{""mapU::poiSearch"":{""data"":{""dataInfo"":{""end_poi"":{""lat"":""31.884653"",""poi"":""上一品龙虾馆"",""area"":""合肥市庐阳区"",""tel"":"""",""lng"":""117.272431""},""start_poi"":{}}},""activeStatus"":""bg"",""sceneStatus"":""oneTarget""},""radio::default"":{""data"":{},""activeStatus"":""bg"",""sceneStatus"":""paused""},""musicX::default"":{""data"":{},""activeStatus"":""bg"",""sceneStatus"":""paused""},""serialNo"":""M1AT020102000007_20170531175343799"",""weather::default"":{""sceneStatus"":""default"",""activeStatus"":""bg""},""train::default"":{""sceneStatus"":""default"",""activeStatus"":""bg""},""news::default"":{""data"":{""hotInfo"":{""viewCmd"":""返回|主界面|通知栏|新闻分类|需求太强劲任天堂要和苹果争夺零部件供应|推荐|切换模式|上一条|暂停|下一条|播放列表""}},""activeStatus"":""fg"",""sceneStatus"":""playing""}}}"
屏幕调亮一点,"{""HotWords"":[""返回"",""主界面"",""通知栏"",""新闻分类"",""需求太强劲任天堂要和苹果争夺零部件供应"",""推荐"",""切换模式"",""上一条"",""暂停"",""下一条"",""播放列表""],""UserData"":{""mapU::poiSearch"":{""data"":{""dataInfo"":{""end_poi"":{""lat"":""31.884653"",""poi"":""上一品龙虾馆"",""area"":""合肥市庐阳区"",""tel"":"""",""lng"":""117.272431""},""start_poi"":{}}},""activeStatus"":""bg"",""sceneStatus"":""oneTarget""},""radio::default"":{""data"":{},""activeStatus"":""bg"",""sceneStatus"":""paused""},""musicX::default"":{""data"":{},""activeStatus"":""bg"",""sceneStatus"":""paused""},""serialNo"":""M1AT020102000007_2017053117534795"",""weather::default"":{""sceneStatus"":""default"",""activeStatus"":""bg""},""train::default"":{""sceneStatus"":""default"",""activeStatus"":""bg""},""news::default"":{""data"":{""hotInfo"":{""viewCmd"":""返回|主界面|通知栏|新闻分类|需求太强劲任天堂要和苹果争夺零部件供应|推荐|切换模式|上一条|暂停|下一条|播放列表""}},""activeStatus"":""fg"",""sceneStatus"":""playing""}}}"
暂停一下,"{""HotWords"":[""返回"",""主界面"",""通知栏"",""新闻分类"",""斗鱼直播深耕内容将设置10亿文创产业基金"",""推荐"",""切换模式"",""上一条"",""暂停"",""下一条"",""播放列表""],""UserData"":{""mapU::poiSearch"":{""data"":{""dataInfo"":{""end_poi"":{""lat"":""31.884653"",""poi"":""上一品龙虾馆"",""area"":""合肥市庐阳区"",""tel"":"""",""lng"":""117.272431""},""start_poi"":{}}},""activeStatus"":""bg"",""sceneStatus"":""oneTarget""},""radio::default"":{""data"":{},""activeStatus"":""bg"",""sceneStatus"":""paused""},""musicX::default"":{""data"":{},""activeStatus"":""bg"",""sceneStatus"":""paused""},""serialNo"":""M1AT020102000007_20170531175350296"",""weather::default"":{""sceneStatus"":""default"",""activeStatus"":""bg""},""train::default"":{""sceneStatus"":""default"",""activeStatus"":""bg""},""news::default"":{""data"":{""hotInfo"":{""viewCmd"":""返回|主界面|通知栏|新闻分类|斗鱼直播深耕内容将设置10亿文创产业基金|推荐|切换模式|上一条|暂停|下一条|播放列表""}},""activeStatus"":""fg"",""sceneStatus"":""playing""}}}"
最新新闻,"{""HotWords"":[""返回"",""主界面"",""通知栏"",""新闻分类"",""斗鱼直播深耕内容将设置10亿文创产业基金"",""推荐"",""切换模式"",""上一条"",""暂停"",""下一条"",""播放列表""],""UserData"":{""mapU::poiSearch"":{""data"":{""dataInfo"":{""end_poi"":{""lat"":""31.884653"",""poi"":""上一品龙虾馆"",""area"":""合肥市庐阳区"",""tel"":"""",""lng"":""117.272431""},""start_poi"":{}}},""activeStatus"":""bg"",""sceneStatus"":""oneTarget""},""radio::default"":{""data"":{},""activeStatus"":""bg"",""sceneStatus"":""paused""},""musicX::default"":{""data"":{},""activeStatus"":""bg"",""sceneStatus"":""paused""},""serialNo"":""M1AT020102000007_20170531175353637"",""weather::default"":{""sceneStatus"":""default"",""activeStatus"":""bg""},""train::default"":{""sceneStatus"":""default"",""activeStatus"":""bg""},""news::default"":{""data"":{""hotInfo"":{""viewCmd"":""返回|主界面|通知栏|新闻分类|斗鱼直播深耕内容将设置10亿文创产业基金|推荐|切换模式|上一条|暂停|下一条|播放列表""}},""activeStatus"":""fg"",""sceneStatus"":""playing""}}}"
选择娱乐类的最新新闻,"{""HotWords"":[""返回"",""主界面"",""通知栏"",""新闻分类"",""斗鱼直播深耕内容将设置10亿文创产业基金"",""推荐"",""切换模式"",""上一条"",""暂停"",""下一条"",""播放列表""],""UserData"":{""mapU::poiSearch"":{""data"":{""dataInfo"":{""end_poi"":{""lat"":""31.884653"",""poi"":""上一品龙虾馆"",""area"":""合肥市庐阳区"",""tel"":"""",""lng"":""117.272431""},""start_poi"":{}}},""activeStatus"":""bg"",""sceneStatus"":""oneTarget""},""radio::default"":{""data"":{},""activeStatus"":""bg"",""sceneStatus"":""paused""},""musicX::default"":{""data"":{},""activeStatus"":""bg"",""sceneStatus"":""paused""},""serialNo"":""M1AT020102000007_20170531175357312"",""weather::default"":{""sceneStatus"":""default"",""activeStatus"":""bg""},""train::default"":{""sceneStatus"":""default"",""activeStatus"":""bg""},""news::default"":{""data"":{""hotInfo"":{""viewCmd"":""返回|主界面|通知栏|新闻分类|斗鱼直播深耕内容将设置10亿文创产业基金|推荐|切换模式|上一条|暂停|下一条|播放列表""}},""activeStatus"":""fg"",""sceneStatus"":""playing""}}}"
这条新闻重播一遍,"{""HotWords"":[""返回"",""主界面"",""通知栏"",""新闻分类"",""斗鱼直播深耕内容将设置10亿文创产业基金"",""推荐"",""切换模式"",""上一条"",""暂停"",""下一条"",""播放列表""],""UserData"":{""mapU::poiSearch"":{""data"":{""dataInfo"":{""end_poi"":{""lat"":""31.884653"",""poi"":""上一品龙虾馆"",""area"":""合肥市庐阳区"",""tel"":"""",""lng"":""117.272431""},""start_poi"":{}}},""activeStatus"":""bg"",""sceneStatus"":""oneTarget""},""radio::default"":{""data"":{},""activeStatus"":""bg"",""sceneStatus"":""paused""},""musicX::default"":{""data"":{},""activeStatus"":""bg"",""sceneStatus"":""paused""},""serialNo"":""M1AT020102000007_20170531175400525"",""weather::default"":{""sceneStatus"":""default"",""activeStatus"":""bg""},""train::default"":{""sceneStatus"":""default"",""activeStatus"":""bg""},""news::default"":{""data"":{""hotInfo"":{""viewCmd"":""返回|主界面|通知栏|新闻分类|斗鱼直播深耕内容将设置10亿文创产业基金|推荐|切换模式|上一条|暂停|下一条|播放列表""}},""activeStatus"":""fg"",""sceneStatus"":""playing""}}}"
是谁发布的这条新闻,"{""HotWords"":[""返回"",""主界面"",""通知栏"",""新闻分类"",""斗鱼直播深耕内容将设置10亿文创产业基金"",""推荐"",""切换模式"",""上一条"",""暂停"",""下一条"",""播放列表""],""UserData"":{""mapU::poiSearch"":{""data"":{""dataInfo"":{""end_poi"":{""lat"":""31.884653"",""poi"":""上一品龙虾馆"",""area"":""合肥市庐阳区"",""tel"":"""",""lng"":""117.272431""},""start_poi"":{}}},""activeStatus"":""bg"",""sceneStatus"":""oneTarget""},""radio::default"":{""data"":{},""activeStatus"":""bg"",""sceneStatus"":""paused""},""musicX::default"":{""data"":{},""activeStatus"":""bg"",""sceneStatus"":""paused""},""serialNo"":""M1AT020102000007_20170531175403783"",""weather::default"":{""sceneStatus"":""default"",""activeStatus"":""bg""},""train::default"":{""sceneStatus"":""default"",""activeStatus"":""bg""},""news::default"":{""data"":{""hotInfo"":{""viewCmd"":""返回|主界面|通知栏|新闻分类|斗鱼直播深耕内容将设置10亿文创产业基金|推荐|切换模式|上一条|暂停|下一条|播放列表""}},""activeStatus"":""fg"",""sceneStatus"":""playing""}}}"
帮我换一个明星娱乐圈里面的热门新闻,"{""HotWords"":[""返回"",""主界面"",""通知栏"",""新闻分类"",""斗鱼直播深耕内容将设置10亿文创产业基金"",""推荐"",""切换模式"",""上一条"",""暂停"",""下一条"",""播放列表""],""UserData"":{""mapU::poiSearch"":{""data"":{""dataInfo"":{""end_poi"":{""lat"":""31.884653"",""poi"":""上一品龙虾馆"",""area"":""合肥市庐阳区"",""tel"":"""",""lng"":""117.272431""},""start_poi"":{}}},""activeStatus"":""bg"",""sceneStatus"":""oneTarget""},""radio::default"":{""data"":{},""activeStatus"":""bg"",""sceneStatus"":""paused""},""musicX::default"":{""data"":{},""activeStatus"":""bg"",""sceneStatus"":""paused""},""serialNo"":""M1AT020102000007_20170531175407108"",""weather::default"":{""sceneStatus"":""default"",""activeStatus"":""bg""},""train::default"":{""sceneStatus"":""default"",""activeStatus"":""bg""},""news::default"":{""data"":{""hotInfo"":{""viewCmd"":""返回|主界面|通知栏|新闻分类|斗鱼直播深耕内容将设置10亿文创产业基金|推荐|切换模式|上一条|暂停|下一条|播放列表""}},""activeStatus"":""fg"",""sceneStatus"":""playing""}}}"
最近两天发生的哦,"{""HotWords"":[""返回"",""主界面"",""通知栏"",""新闻分类"",""亚马逊停播时尚直播节目曾专注推动网络购物"",""推荐"",""切换模式"",""上一条"",""暂停"",""下一条"",""播放列表""],""UserData"":{""mapU::poiSearch"":{""data"":{""dataInfo"":{""end_poi"":{""lat"":""31.884653"",""poi"":""上一品龙虾馆"",""area"":""合肥市庐阳区"",""tel"":"""",""lng"":""117.272431""},""start_poi"":{}}},""activeStatus"":""bg"",""sceneStatus"":""oneTarget""},""radio::default"":{""data"":{},""activeStatus"":""bg"",""sceneStatus"":""paused""},""musicX::default"":{""data"":{},""activeStatus"":""bg"",""sceneStatus"":""paused""},""serialNo"":""M1AT020102000007_20170531175410320"",""weather::default"":{""sceneStatus"":""default"",""activeStatus"":""bg""},""train::default"":{""sceneStatus"":""default"",""activeStatus"":""bg""},""news::default"":{""data"":{""hotInfo"":{""viewCmd"":""返回|主界面|通知栏|新闻分类|亚马逊停播时尚直播节目曾专注推动网络购物|推荐|切换模式|上一条|暂停|下一条|播放列表""}},""activeStatus"":""fg"",""sceneStatus"":""playing""}}}"
暂停播放,"{""HotWords"":[""返回"",""主界面"",""通知栏"",""新闻分类"",""亚马逊停播时尚直播节目曾专注推动网络购物"",""推荐"",""切换模式"",""上一条"",""暂停"",""下一条"",""播放列表""],""UserData"":{""mapU::poiSearch"":{""data"":{""dataInfo"":{""end_poi"":{""lat"":""31.884653"",""poi"":""上一品龙虾馆"",""area"":""合肥市庐阳区"",""tel"":"""",""lng"":""117.272431""},""start_poi"":{}}},""activeStatus"":""bg"",""sceneStatus"":""oneTarget""},""radio::default"":{""data"":{},""activeStatus"":""bg"",""sceneStatus"":""paused""},""musicX::default"":{""data"":{},""activeStatus"":""bg"",""sceneStatus"":""paused""},""serialNo"":""M1AT020102000007_20170531175413669"",""weather::default"":{""sceneStatus"":""default"",""activeStatus"":""bg""},""train::default"":{""sceneStatus"":""default"",""activeStatus"":""bg""},""news::default"":{""data"":{""hotInfo"":{""viewCmd"":""返回|主界面|通知栏|新闻分类|亚马逊停播时尚直播节目曾专注推动网络购物|推荐|切换模式|上一条|暂停|下一条|播放列表""}},""activeStatus"":""fg"",""sceneStatus"":""playing""}}}"
