nli_text,mode,nli_out_result
到上海要经过几个收费站,local,"{""answer"":{""text"":""没有为您找到上海请重新输入目的地""},""data"":{""result"":null},""demand_semantic"":{""endLoc.ori_loc"":""上海"",""naviInfo"":""TOLL_STATION_NUM"",""service"":""mapU""},""dialog_stat"":""DataValid"",""extra"":{""data_finded_match"":false,""match_gram"":""general_gram"",""multi_service"":null,""nlp_match_info"":""-----------"",""nlp_match_score"":""1.000"",""nlp_score"":""0.000"",""org_sent"":""到上海要经过几个收费站"",""search_mapU_info"":{""endLoc"":""gaode""},""state_winner"":null,""trim_sent"":""到上海要经过几个收费站"",""used_hist_depth"":0,""user_data"":{""cmd::default"":{""activeStatus"":""bg"",""sceneStatus"":""default""},""internetRadio::default"":{""activeStatus"":""bg"",""sceneStatus"":""paused""},""mapU::navi"":{""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""address"":"""
附近的医院,local,"{""answer"":{""text"":""没有为您找到医院请重新输入目的地""},""data"":{""result"":null},""demand_semantic"":{""endLoc.ori_loc"":""医院"",""service"":""mapU""},""dialog_stat"":""DataValid"",""extra"":{""data_finded_match"":false,""match_gram"":""general_gram"",""multi_service"":null,""nlp_match_info"":""-----"",""nlp_match_score"":""1.000"",""nlp_score"":""0.000"",""org_sent"":""附近的医院"",""search_mapU_info"":{""endLoc"":""gaode""},""state_winner"":null,""trim_sent"":""附近的医院"",""used_hist_depth"":0,""user_data"":{""cmd::default"":{""activeStatus"":""bg"",""sceneStatus"":""default""},""internetRadio::default"":{""activeStatus"":""bg"",""sceneStatus"":""paused""},""mapU::navi"":{""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""address"":"""
下一页,local,"{""data"":{""result"":null},""demand_semantic"":{""operation"":""PAGE_RANK"",""pageRank.direct"":""++"",""pageRank.offset"":""一"",""pageRank.ref"":""ZERO"",""service"":""mapU""},""extra"":{""data_finded_match"":false,""match_gram"":""map_common_tc"",""multi_service"":null,""nlp_match_info"":""---"",""nlp_match_score"":""1.000"",""nlp_score"":""0.000"",""org_sent"":""下一页"",""state_winner"":null,""trim_sent"":""下一页"",""used_hist_depth"":0,""user_data"":{""cmd::default"":{""activeStatus"":""bg"",""sceneStatus"":""default""},""internetRadio::default"":{""activeStatus"":""bg"",""sceneStatus"":""paused""},""mapU::navi"":{""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""address"":"""
第一页,local,"{""data"":{""result"":null},""demand_semantic"":{""operation"":""PAGE_RANK"",""pageRank.direct"":""+"",""pageRank.offset"":""一"",""pageRank.ref"":""ZERO"",""service"":""mapU""},""extra"":{""data_finded_match"":false,""match_gram"":""map_common_tc"",""multi_service"":null,""nlp_match_info"":""---"",""nlp_match_score"":""1.000"",""nlp_score"":""0.000"",""org_sent"":""第一页"",""state_winner"":null,""trim_sent"":""第一页"",""used_hist_depth"":0,""user_data"":{""cmd::default"":{""activeStatus"":""bg"",""sceneStatus"":""default""},""internetRadio::default"":{""activeStatus"":""bg"",""sceneStatus"":""paused""},""mapU::navi"":{""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""address"":"""
返回,local,"{""data"":{""result"":null},""demand_semantic"":null,""extra"":{""data_finded_match"":false,""match_gram"":""general_gram"",""multi_service"":""true"",""nlp_match_info"":""--"",""nlp_match_score"":""1.000"",""nlp_score"":""0.000"",""org_sent"":""返回"",""trim_sent"":""返回"",""used_hist_depth"":0,""user_data"":{""cmd::default"":{""activeStatus"":""bg"",""sceneStatus"":""default""},""internetRadio::default"":{""activeStatus"":""bg"",""sceneStatus"":""paused""},""mapU::navi"":{""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""address"":"""
附近的中餐厅,local,"{""answer"":{""text"":""没有为您找到中餐厅请重新输入目的地""},""data"":{""result"":null},""demand_semantic"":{""endLoc.ori_loc"":""中餐厅"",""service"":""mapU""},""dialog_stat"":""DataValid"",""extra"":{""data_finded_match"":false,""match_gram"":""general_gram"",""multi_service"":null,""nlp_match_info"":""------"",""nlp_match_score"":""1.000"",""nlp_score"":""0.000"",""org_sent"":""附近的中餐厅"",""state_winner"":null,""trim_sent"":""附近的中餐厅"",""used_hist_depth"":0,""user_data"":{""cmd::default"":{""activeStatus"":""bg"",""sceneStatus"":""default""},""internetRadio::default"":{""activeStatus"":""bg"",""sceneStatus"":""paused""},""mapU::navi"":{""activeStatus"":""fg"",""data"":{""dataInfo"":{""end_poi"":{""address"":"""
返回,local,"{""data"":{""result"":null},""demand_semantic"":null,""extra"":{""data_finded_match"":false,""match_gram"":""general_gram"",""multi_service"":""true"",""nlp_match_info"":""--"",""nlp_match_score"":""1.000"",""nlp_score"":""0.000"",""org_sent"":""返回"",""trim_sent"":""返回"",""used_hist_depth"":0,""user_data"":{""cmd::default"":{""activeStatus"":""bg"",""sceneStatus"":""default""},""internetRadio::default"":{""activeStatus"":""bg"",""sceneStatus"":""paused""},""mapU::navi"":{""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""address"":"""
我想吃鱼火锅,local,"{""answer"":{""text"":""没有为您找到鱼火锅请重新输入目的地""},""data"":{""result"":null},""demand_semantic"":{""endLoc.ori_loc"":""鱼火锅"",""service"":""mapU""},""dialog_stat"":""DataValid"",""extra"":{""data_finded_match"":false,""match_gram"":""map_common_tc"",""multi_service"":null,""nlp_match_info"":""------"",""nlp_match_score"":""1.000"",""nlp_score"":""0.000"",""org_sent"":""我想吃鱼火锅"",""state_winner"":null,""trim_sent"":""我想吃鱼火锅"",""used_hist_depth"":0,""user_data"":{""cmd::default"":{""activeStatus"":""bg"",""sceneStatus"":""default""},""internetRadio::default"":{""activeStatus"":""bg"",""sceneStatus"":""paused""},""mapU::navi"":{""activeStatus"":""fg"",""data"":{""dataInfo"":{""end_poi"":{""address"":"""
我想吃火锅,local,"{""answer"":{""text"":""没有为您找到火锅请重新输入目的地""},""data"":{""result"":null},""demand_semantic"":{""endLoc.ori_loc"":""火锅"",""service"":""mapU""},""dialog_stat"":""DataValid"",""extra"":{""data_finded_match"":false,""match_gram"":""map_common_tc"",""multi_service"":null,""nlp_match_info"":""-----"",""nlp_match_score"":""1.000"",""nlp_score"":""0.000"",""org_sent"":""我想吃火锅"",""state_winner"":null,""trim_sent"":""我想吃火锅"",""used_hist_depth"":0,""user_data"":{""cmd::default"":{""activeStatus"":""bg"",""sceneStatus"":""default""},""internetRadio::default"":{""activeStatus"":""bg"",""sceneStatus"":""paused""},""mapU::navi"":{""activeStatus"":""fg"",""data"":{""dataInfo"":{""end_poi"":{""address"":"""
导航到附近的火锅店,local,"{""answer"":{""text"":""没有为您找到火锅店请重新输入目的地""},""data"":{""result"":null},""demand_semantic"":{""endLoc.ori_loc"":""火锅店"",""service"":""mapU""},""dialog_stat"":""DataValid"",""extra"":{""data_finded_match"":false,""match_gram"":""general_gram"",""multi_service"":null,""nlp_match_info"":""---------"",""nlp_match_score"":""1.000"",""nlp_score"":""0.000"",""org_sent"":""导航到附近的火锅店"",""state_winner"":null,""trim_sent"":""导航到附近的火锅店"",""used_hist_depth"":0,""user_data"":{""cmd::default"":{""activeStatus"":""bg"",""sceneStatus"":""default""},""internetRadio::default"":{""activeStatus"":""bg"",""sceneStatus"":""paused""},""mapU::navi"":{""activeStatus"":""fg"",""data"":{""dataInfo"":{""end_poi"":{""address"":"""
导航到最近的火锅店,local,"{""answer"":{""text"":""没有为您找到火锅店请重新输入目的地""},""data"":{""result"":null},""demand_semantic"":{""distanceDescr"":""NEAREST"",""endLoc.ori_loc"":""火锅店"",""service"":""mapU""},""dialog_stat"":""DataValid"",""extra"":{""data_finded_match"":false,""match_gram"":""general_gram"",""multi_service"":null,""nlp_match_info"":""---------"",""nlp_match_score"":""1.000"",""nlp_score"":""0.000"",""org_sent"":""导航到最近的火锅店"",""state_winner"":null,""trim_sent"":""导航到最近的火锅店"",""used_hist_depth"":0,""user_data"":{""cmd::default"":{""activeStatus"":""bg"",""sceneStatus"":""default""},""internetRadio::default"":{""activeStatus"":""bg"",""sceneStatus"":""paused""},""mapU::navi"":{""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""address"":"""
导航到最近的餐厅,local,"{""answer"":{""text"":""没有为您找到餐厅请重新输入目的地""},""data"":{""result"":null},""demand_semantic"":{""distanceDescr"":""NEAREST"",""endLoc.ori_loc"":""餐厅"",""service"":""mapU""},""dialog_stat"":""DataValid"",""extra"":{""data_finded_match"":false,""match_gram"":""general_gram"",""multi_service"":null,""nlp_match_info"":""--------"",""nlp_match_score"":""1.000"",""nlp_score"":""0.000"",""org_sent"":""导航到最近的餐厅"",""state_winner"":null,""trim_sent"":""导航到最近的餐厅"",""used_hist_depth"":0,""user_data"":{""cmd::default"":{""activeStatus"":""bg"",""sceneStatus"":""default""},""internetRadio::default"":{""activeStatus"":""bg"",""sceneStatus"":""paused""},""mapU::navi"":{""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""address"":"""
返回,local,"{""data"":{""result"":null},""demand_semantic"":null,""extra"":{""data_finded_match"":false,""match_gram"":""general_gram"",""multi_service"":""true"",""nlp_match_info"":""--"",""nlp_match_score"":""1.000"",""nlp_score"":""0.000"",""org_sent"":""返回"",""trim_sent"":""返回"",""used_hist_depth"":0,""user_data"":{""cmd::default"":{""activeStatus"":""bg"",""sceneStatus"":""default""},""internetRadio::default"":{""activeStatus"":""bg"",""sceneStatus"":""paused""},""mapU::navi"":{""activeStatus"":""fg"",""data"":{""dataInfo"":{""end_poi"":{""address"":"""
到淮南八公山怎么走,local,"{""answer"":{""text"":""没有为您找到淮南八公山请重新输入目的地""},""data"":{""result"":null},""demand_semantic"":{""endLoc.ori_loc"":""淮南八公山"",""service"":""mapU""},""dialog_stat"":""DataValid"",""extra"":{""data_finded_match"":false,""match_gram"":""general_gram"",""multi_service"":null,""nlp_match_info"":""---------"",""nlp_match_score"":""1.000"",""nlp_score"":""0.000"",""org_sent"":""到淮南八公山怎么走"",""search_mapU_info"":{""endLoc"":""gaode""},""state_winner"":null,""trim_sent"":""到淮南八公山怎么走"",""used_hist_depth"":0,""user_data"":{""cmd::default"":{""activeStatus"":""bg"",""sceneStatus"":""default""},""internetRadio::default"":{""activeStatus"":""bg"",""sceneStatus"":""paused""},""mapU::navi"":{""activeStatus"":""fg"",""data"":{""dataInfo"":{""end_poi"":{""address"":"""
第四个,local,"{""data"":{""result"":null},""demand_semantic"":{""operation"":""POS_RANK"",""posRank.direct"":""+"",""posRank.offset"":""四"",""posRank.ref"":""ZERO"",""service"":""mapU""},""extra"":{""data_finded_match"":false,""match_gram"":""map_common_tc"",""multi_service"":null,""nlp_match_info"":""---"",""nlp_match_score"":""1.000"",""nlp_score"":""0.000"",""org_sent"":""第四个"",""state_winner"":null,""trim_sent"":""第四个"",""used_hist_depth"":0,""user_data"":{""cmd::default"":{""activeStatus"":""bg"",""sceneStatus"":""default""},""internetRadio::default"":{""activeStatus"":""bg"",""sceneStatus"":""paused""},""mapU::navi"":{""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""address"":"""
下一页,local,"{""data"":{""result"":null},""demand_semantic"":{""operation"":""PAGE_RANK"",""pageRank.direct"":""++"",""pageRank.offset"":""一"",""pageRank.ref"":""ZERO"",""service"":""mapU""},""extra"":{""data_finded_match"":false,""match_gram"":""map_common_tc"",""multi_service"":null,""nlp_match_info"":""---"",""nlp_match_score"":""1.000"",""nlp_score"":""0.000"",""org_sent"":""下一页"",""state_winner"":null,""trim_sent"":""下一页"",""used_hist_depth"":0,""user_data"":{""cmd::default"":{""activeStatus"":""bg"",""sceneStatus"":""default""},""internetRadio::default"":{""activeStatus"":""bg"",""sceneStatus"":""paused""},""mapU::navi"":{""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""address"":"""
取消,local,"{""answer"":{""text"":""已取消""},""data"":{""result"":null},""demand_semantic"":{""insType"":""CANCEL"",""service"":""mapU""},""dialog_stat"":""dataInvalid"",""extra"":{""data_finded_match"":false,""match_gram"":""general_gram"",""multi_service"":null,""nlp_match_info"":""--"",""nlp_match_score"":""1.000"",""nlp_score"":""0.000"",""org_sent"":""取消"",""state_winner"":null,""trim_sent"":""取消"",""used_hist_depth"":0,""user_data"":{""cmd::default"":{""activeStatus"":""bg"",""sceneStatus"":""default""},""internetRadio::default"":{""activeStatus"":""bg"",""sceneStatus"":""paused""},""mapU::navi"":{""activeStatus"":""fg"",""data"":{""dataInfo"":{""end_poi"":{""address"":"""
确定,local,"{""data"":{""result"":null},""demand_semantic"":{""insType"":""CONFIRM"",""service"":""mapU""},""extra"":{""data_finded_match"":false,""match_gram"":""general_gram"",""multi_service"":null,""nlp_match_info"":""--"",""nlp_match_score"":""1.000"",""nlp_score"":""0.000"",""org_sent"":""确定"",""state_winner"":null,""trim_sent"":""确定"",""used_hist_depth"":0,""user_data"":{""cmd::default"":{""activeStatus"":""bg"",""sceneStatus"":""default""},""internetRadio::default"":{""activeStatus"":""bg"",""sceneStatus"":""paused""},""mapU::navi"":{""activeStatus"":""fg"",""data"":{""dataInfo"":{""end_poi"":{""address"":""17·"",""category"":"""
返回,local,"{""data"":{""result"":null},""demand_semantic"":null,""extra"":{""data_finded_match"":false,""match_gram"":""general_gram"",""multi_service"":""true"",""nlp_match_info"":""--"",""nlp_match_score"":""1.000"",""nlp_score"":""0.000"",""org_sent"":""返回"",""trim_sent"":""返回"",""used_hist_depth"":0,""user_data"":{""cmd::default"":{""activeStatus"":""bg"",""sceneStatus"":""default""},""internetRadio::default"":{""activeStatus"":""bg"",""sceneStatus"":""paused""},""mapU::navi"":{""activeStatus"":""fg"",""data"":{""dataInfo"":{""end_poi"":{""address"":""17·"",""category"":"""
车里还剩多少油,local,"{""data"":{""result"":null},""demand_semantic"":null,""extra"":{""data_finded_match"":false,""match_gram"":""general_gram"",""multi_service"":null,""nlp_match_info"":""##-----"",""nlp_match_score"":""0.714"",""nlp_score"":""-1.999"",""org_sent"":""车里还剩多少油"",""trim_sent"":""车里还剩多少油"",""used_hist_depth"":0,""user_data"":{""cmd::default"":{""activeStatus"":""bg"",""sceneStatus"":""default""},""internetRadio::default"":{""activeStatus"":""bg"",""sceneStatus"":""paused""},""mapU::navi"":{""activeStatus"":""fg"",""data"":{""dataInfo"":{""end_poi"":{""address"":""17·"",""category"":"""
车身健康评分,local,"{""data"":{""result"":null},""demand_semantic"":null,""extra"":{""data_finded_match"":false,""match_gram"":""general_gram"",""multi_service"":null,""nlp_match_info"":""------"",""nlp_match_score"":""1.000"",""nlp_score"":""0.000"",""org_sent"":""车身健康评分"",""trim_sent"":""车身健康评分"",""used_hist_depth"":0,""user_data"":{""cmd::default"":{""activeStatus"":""bg"",""sceneStatus"":""default""},""internetRadio::default"":{""activeStatus"":""bg"",""sceneStatus"":""paused""},""mapU::navi"":{""activeStatus"":""fg"",""data"":{""dataInfo"":{""end_poi"":{""address"":""17·"",""category"":"""
我想听中国之声,local,"{""answer"":{""text"":""播放中国之声""},""data"":{""result"":null},""demand_semantic"":{""name"":""中国之声"",""nameOrig"":""中国之声"",""operation"":""LAUNCH"",""service"":""radio""},""dialog_stat"":""dataInvalid"",""extra"":{""data_finded_match"":false,""match_gram"":""general_gram"",""multi_service"":null,""nlp_match_info"":""-------"",""nlp_match_score"":""1.000"",""nlp_score"":""0.000"",""org_sent"":""我想听中国之声"",""state_winner"":null,""trim_sent"":""我想听中国之声"",""used_hist_depth"":0,""user_data"":{""cmd::default"":{""activeStatus"":""bg"",""sceneStatus"":""default""},""internetRadio::default"":{""activeStatus"":""bg"",""sceneStatus"":""paused""},""mapU::navi"":{""activeStatus"":""fg"",""data"":{""dataInfo"":{""end_poi"":{""address"":""17·"",""category"":"""
我想听我要你,local,"{""answer"":{""text"":""没有为您找到我要你这首歌,换首歌曲试试吧""},""data"":{""result"":null},""demand_semantic"":{""operation"":""PLAY"",""service"":""musicX"",""song"":""我要你""},""dialog_stat"":""dataInvalid"",""extra"":{""data_finded_match"":false,""match_gram"":""general_gram"",""multi_service"":null,""nlp_match_info"":""------"",""nlp_match_score"":""1.000"",""nlp_score"":""0.102"",""org_sent"":""我想听我要你"",""state_winner"":null,""trim_sent"":""我想听我要你"",""used_hist_depth"":0,""user_data"":{""cmd::default"":{""activeStatus"":""bg"",""sceneStatus"":""default""},""internetRadio::default"":{""activeStatus"":""bg"",""sceneStatus"":""paused""},""mapU::navi"":{""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""address"":""17·"",""category"":"""
关掉广播,local,"{""data"":{""result"":null},""demand_semantic"":{""insType"":""CLOSE_RADIO"",""service"":""radio""},""dialog_stat"":""dataInvalid"",""extra"":{""data_finded_match"":false,""match_gram"":""general_gram"",""multi_service"":null,""nlp_match_info"":""----"",""nlp_match_score"":""1.000"",""nlp_score"":""0.000"",""org_sent"":""关掉广播"",""state_winner"":null,""trim_sent"":""关掉广播"",""used_hist_depth"":0,""user_data"":{""cmd::default"":{""activeStatus"":""bg"",""sceneStatus"":""default""},""internetRadio::default"":{""activeStatus"":""bg"",""sceneStatus"":""paused""},""mapU::navi"":{""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""address"":""17·"",""category"":"""
我想听我要你,local,"{""answer"":{""text"":""没有为您找到我要你这首歌,换首歌曲试试吧""},""data"":{""result"":null},""demand_semantic"":{""operation"":""PLAY"",""service"":""musicX"",""song"":""我要你""},""dialog_stat"":""dataInvalid"",""extra"":{""data_finded_match"":false,""match_gram"":""musicX_gc"",""multi_service"":null,""nlp_match_info"":""------"",""nlp_match_score"":""1.000"",""nlp_score"":""0.000"",""org_sent"":""我想听我要你"",""state_winner"":null,""trim_sent"":""我想听我要你"",""used_hist_depth"":0,""user_data"":{""cmd::default"":{""activeStatus"":""bg"",""sceneStatus"":""default""},""internetRadio::default"":{""activeStatus"":""bg"",""sceneStatus"":""paused""},""mapU::navi"":{""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""address"":""17·"",""category"":"""
我想听老狼版的我要你,local,"{""answer"":{""text"":""没有为您找到我要你这首歌,换首歌曲试试吧""},""data"":{""result"":null},""demand_semantic"":{""artist"":""老狼"",""operation"":""PLAY"",""service"":""musicX"",""song"":""我要你""},""dialog_stat"":""dataInvalid"",""extra"":{""data_finded_match"":false,""match_gram"":""general_gram"",""multi_service"":null,""nlp_match_info"":""----------"",""nlp_match_score"":""1.000"",""nlp_score"":""0.000"",""org_sent"":""我想听老狼版的我要你"",""state_winner"":null,""trim_sent"":""我想听老狼版的我要你"",""used_hist_depth"":0,""user_data"":{""cmd::default"":{""activeStatus"":""bg"",""sceneStatus"":""default""},""internetRadio::default"":{""activeStatus"":""fg"",""data"":{""dataInfo"":{""artist"":"""
关闭歌曲,local,"{""data"":{""result"":null},""demand_semantic"":{""insType"":""CLOSE_MUSIC"",""service"":""musicX""},""dialog_stat"":""DataValid"",""extra"":{""data_finded_match"":false,""match_gram"":""general_gram"",""multi_service"":null,""nlp_match_info"":""----"",""nlp_match_score"":""1.000"",""nlp_score"":""0.000"",""org_sent"":""关闭歌曲"",""state_winner"":null,""trim_sent"":""关闭歌曲"",""used_hist_depth"":0,""user_data"":{""cmd::default"":{""activeStatus"":""fg"",""sceneStatus"":""default""},""internetRadio::default"":{""activeStatus"":""bg"",""data"":{""dataInfo"":{""artist"":"""
关掉屏幕,local,"{""data"":{""result"":null},""demand_semantic"":null,""extra"":{""data_finded_match"":false,""match_gram"":""general_gram"",""multi_service"":null,""nlp_match_info"":""----"",""nlp_match_score"":""1.000"",""nlp_score"":""0.000"",""org_sent"":""关掉屏幕"",""trim_sent"":""关掉屏幕"",""used_hist_depth"":0,""user_data"":{""cmd::default"":{""activeStatus"":""fg"",""sceneStatus"":""default""},""internetRadio::default"":{""activeStatus"":""bg"",""data"":{""dataInfo"":{""artist"":"""
去滨湖会展中心,local,"{""answer"":{""text"":""没有为您找到滨湖会展中心请重新输入目的地""},""data"":{""result"":null},""demand_semantic"":{""endLoc.ori_loc"":""滨湖会展中心"",""service"":""mapU""},""dialog_stat"":""DataValid"",""extra"":{""data_finded_match"":false,""match_gram"":""general_gram"",""multi_service"":null,""nlp_match_info"":""-------"",""nlp_match_score"":""1.000"",""nlp_score"":""0.000"",""org_sent"":""去滨湖会展中心"",""search_mapU_info"":{""endLoc"":""gaode""},""state_winner"":null,""trim_sent"":""去滨湖会展中心"",""used_hist_depth"":0,""user_data"":{""cmd::default"":{""activeStatus"":""fg"",""sceneStatus"":""default""},""internetRadio::default"":{""activeStatus"":""bg"",""data"":{""dataInfo"":{""artist"":"""
下一页,local,"{""data"":{""result"":null},""demand_semantic"":{""operation"":""PAGE_RANK"",""pageRank.direct"":""++"",""pageRank.offset"":""一"",""pageRank.ref"":""ZERO"",""service"":""mapU""},""extra"":{""data_finded_match"":false,""match_gram"":""map_common_tc"",""multi_service"":null,""nlp_match_info"":""---"",""nlp_match_score"":""1.000"",""nlp_score"":""0.000"",""org_sent"":""下一页"",""state_winner"":null,""trim_sent"":""下一页"",""used_hist_depth"":0,""user_data"":{""cmd::default"":{""activeStatus"":""bg"",""sceneStatus"":""default""},""internetRadio::default"":{""activeStatus"":""bg"",""data"":{""dataInfo"":{""artist"":"""
第一页,local,"{""data"":{""result"":null},""demand_semantic"":{""operation"":""PAGE_RANK"",""pageRank.direct"":""+"",""pageRank.offset"":""一"",""pageRank.ref"":""ZERO"",""service"":""mapU""},""extra"":{""data_finded_match"":false,""match_gram"":""map_common_tc"",""multi_service"":null,""nlp_match_info"":""---"",""nlp_match_score"":""1.000"",""nlp_score"":""0.000"",""org_sent"":""第一页"",""state_winner"":null,""trim_sent"":""第一页"",""used_hist_depth"":0,""user_data"":{""cmd::default"":{""activeStatus"":""bg"",""sceneStatus"":""default""},""internetRadio::default"":{""activeStatus"":""bg"",""data"":{""dataInfo"":{""artist"":"""
第四个结果,local,"{""data"":{""result"":null},""demand_semantic"":{""operation"":""POS_RANK"",""posRank.direct"":""+"",""posRank.offset"":""四"",""posRank.ref"":""ZERO"",""service"":""mapU""},""extra"":{""data_finded_match"":false,""match_gram"":""map_common_tc"",""multi_service"":null,""nlp_match_info"":""---##"",""nlp_match_score"":""0.600"",""nlp_score"":""0.000"",""org_sent"":""第四个结果"",""state_winner"":null,""trim_sent"":""第四个结果"",""used_hist_depth"":0,""user_data"":{""cmd::default"":{""activeStatus"":""bg"",""sceneStatus"":""default""},""internetRadio::default"":{""activeStatus"":""bg"",""data"":{""dataInfo"":{""artist"":"""
确定,local,"{""data"":{""result"":null},""demand_semantic"":{""insType"":""CONFIRM"",""service"":""mapU""},""extra"":{""data_finded_match"":false,""match_gram"":""general_gram"",""multi_service"":null,""nlp_match_info"":""--"",""nlp_match_score"":""1.000"",""nlp_score"":""0.000"",""org_sent"":""确定"",""state_winner"":null,""trim_sent"":""确定"",""used_hist_depth"":0,""user_data"":{""cmd::default"":{""activeStatus"":""bg"",""sceneStatus"":""default""},""internetRadio::default"":{""activeStatus"":""bg"",""data"":{""dataInfo"":{""artist"":"""
返回主页,local,"{""data"":{""result"":null},""demand_semantic"":{""insType"":""MAINPAGE"",""service"":""mapU""},""extra"":{""data_finded_match"":false,""match_gram"":""general_gram"",""multi_service"":null,""nlp_match_info"":""----"",""nlp_match_score"":""1.000"",""nlp_score"":""0.000"",""org_sent"":""返回主页"",""state_winner"":null,""trim_sent"":""返回主页"",""used_hist_depth"":0,""user_data"":{""cmd::default"":{""activeStatus"":""bg"",""sceneStatus"":""default""},""internetRadio::default"":{""activeStatus"":""bg"",""data"":{""dataInfo"":{""artist"":"""
打开雨刷器,local,"{""data"":{""result"":null},""demand_semantic"":{""name"":""雨刮器"",""operation"":""OPEN"",""service"":""carControl""},""extra"":{""data_finded_match"":false,""match_gram"":""general_gram"",""multi_service"":null,""nlp_match_info"":""-----"",""nlp_match_score"":""1.000"",""nlp_score"":""0.000"",""org_sent"":""打开雨刷器"",""trim_sent"":""打开雨刷器"",""used_hist_depth"":0,""user_data"":{""cmd::default"":{""activeStatus"":""fg"",""sceneStatus"":""default""},""internetRadio::default"":{""activeStatus"":""bg"",""data"":{""dataInfo"":{""artist"":"""
我想去科大讯飞,local,"{""answer"":{""text"":""没有为您找到科大讯飞请重新输入目的地""},""data"":{""result"":null},""demand_semantic"":{""endLoc.ori_loc"":""科大讯飞"",""service"":""mapU""},""dialog_stat"":""DataValid"",""extra"":{""data_finded_match"":false,""match_gram"":""general_gram"",""multi_service"":null,""nlp_match_info"":""-------"",""nlp_match_score"":""1.000"",""nlp_score"":""0.000"",""org_sent"":""我想去科大讯飞"",""search_mapU_info"":{""endLoc"":""gaode""},""state_winner"":null,""trim_sent"":""我想去科大讯飞"",""used_hist_depth"":0,""user_data"":{""cmd::default"":{""activeStatus"":""fg"",""sceneStatus"":""default""},""internetRadio::default"":{""activeStatus"":""bg"",""data"":{""dataInfo"":{""artist"":"""
第三个,local,"{""data"":{""result"":null},""demand_semantic"":{""operation"":""POS_RANK"",""posRank.direct"":""+"",""posRank.offset"":""三"",""posRank.ref"":""ZERO"",""service"":""mapU""},""extra"":{""data_finded_match"":false,""match_gram"":""map_common_tc"",""multi_service"":null,""nlp_match_info"":""---"",""nlp_match_score"":""1.000"",""nlp_score"":""0.000"",""org_sent"":""第三个"",""state_winner"":null,""trim_sent"":""第三个"",""used_hist_depth"":0,""user_data"":{""cmd::default"":{""activeStatus"":""bg"",""sceneStatus"":""default""},""internetRadio::default"":{""activeStatus"":""bg"",""data"":{""dataInfo"":{""artist"":"""
我想听安徽交通广播,local,"{""answer"":{""text"":""播放安徽交通广播""},""data"":{""result"":null},""demand_semantic"":{""name"":""安徽交通广播"",""nameOrig"":""安徽交通广播"",""operation"":""LAUNCH"",""service"":""radio""},""dialog_stat"":""dataInvalid"",""extra"":{""data_finded_match"":false,""match_gram"":""general_gram"",""multi_service"":null,""nlp_match_info"":""---------"",""nlp_match_score"":""1.000"",""nlp_score"":""0.000"",""org_sent"":""我想听安徽交通广播"",""state_winner"":null,""trim_sent"":""我想听安徽交通广播"",""used_hist_depth"":0,""user_data"":{""cmd::default"":{""activeStatus"":""bg"",""sceneStatus"":""default""},""internetRadio::default"":{""activeStatus"":""bg"",""data"":{""dataInfo"":{""artist"":"""
换成安徽音乐广播,local,"{""answer"":{""text"":""播放安徽音乐广播""},""data"":{""result"":null},""demand_semantic"":{""name"":""安徽音乐广播"",""nameOrig"":""安徽音乐广播"",""operation"":""LAUNCH"",""service"":""radio""},""dialog_stat"":""dataInvalid"",""extra"":{""data_finded_match"":false,""match_gram"":""general_gram"",""multi_service"":null,""nlp_match_info"":""--------"",""nlp_match_score"":""1.000"",""nlp_score"":""0.000"",""org_sent"":""换成安徽音乐广播"",""state_winner"":null,""trim_sent"":""换成安徽音乐广播"",""used_hist_depth"":0,""user_data"":{""cmd::default"":{""activeStatus"":""bg"",""sceneStatus"":""default""},""internetRadio::default"":{""activeStatus"":""bg"",""sceneStatus"":""paused""},""mapU::navi"":{""activeStatus"":""fg"",""data"":{""dataInfo"":{""end_poi"":{""address"":"""
